cohort,mds1,mds2,generation,toxicity
par4,0.031789,0.047882,6,0.033100
par4,0.528993,-0.443430,4,0.015900
par4,0.507344,-0.456291,12,0.019200
par4,0.271327,-0.426412,2,0.017000
par4,-0.121854,-0.285156,5,0.020500
par4,0.201732,-0.576950,2,0.026000
par4,-0.289230,-0.588522,13,0.020800
par4,-0.237258,-0.692954,16,0.035500
par4,0.284012,-0.464629,17,0.012400
par4,0.527089,-0.328516,2,0.023200
par4,0.382905,-0.430272,16,0.024100
par4,0.470844,-0.476789,18,0.015200
par4,-0.200087,-0.423743,18,0.036600
par4,0.123776,-0.007614,18,0.044400
par4,-0.279846,-0.174243,11,0.025400
par4,-0.188607,-0.433126,9,0.055500
par4,0.228983,-0.623921,1,0.024100
par4,0.247006,-0.620762,5,0.018500
par4,0.192112,-0.650976,9,0.019200
par4,0.194636,-0.672693,11,0.015800
par4,0.393849,-0.416286,12,0.048600
par4,0.490254,0.030990,1,0.099600
par4,0.079972,0.236710,5,0.051100
par4,0.454848,0.001096,6,0.076900
par4,0.514985,-0.070855,6,0.054300
par4,0.342316,0.174537,9,0.121700
par4,0.332668,0.099324,6,0.019200
par4,-0.296650,0.307482,4,0.027700
par4,-0.359903,0.400663,5,0.033300
par4,-0.264210,0.306240,8,0.029900
par4,-0.362778,0.283114,10,0.024500
par4,0.294003,-0.018135,11,0.093900
par4,0.273918,0.145285,12,0.027700
par4,-0.355026,0.372760,12,0.025100
par4,0.112322,0.217281,12,0.036600
par4,0.691927,0.238612,5,0.014800
par4,-0.005310,0.104492,7,0.019000
par4,0.160583,-0.028519,3,0.054500
par4,0.485420,-0.442348,10,0.020400
par4,0.054271,0.077781,11,0.012300
par4,0.088293,0.154010,11,0.020500
par4,0.180899,-0.125667,12,0.018000
par4,0.071445,0.077705,14,0.020000
par4,0.031638,0.148847,14,0.042200
par4,0.255876,0.103241,14,0.087200
par4,0.164661,-0.032004,14,0.089500
par4,-0.007098,0.169616,15,0.035900
par4,-0.231262,-0.058858,8,0.049600
par4,-0.159963,-0.369789,11,0.053800
par4,-0.153051,-0.354908,6,0.053000
par4,0.174605,0.065863,3,0.019700
par4,-0.418056,0.145002,6,0.126900
par4,-0.208960,-0.003311,6,0.069800
par4,-0.277208,0.089275,10,0.037100
par4,-0.310256,-0.139885,10,0.140800
par4,0.159451,-0.149645,10,0.169400
par4,0.296930,-0.260522,10,0.200600
par4,-0.509870,-0.286701,11,0.105700
par4,0.382800,-0.079117,12,0.107400
par4,-0.243261,-0.054313,13,0.040900
par4,0.469237,-0.180445,6,0.030900
par4,-0.236287,0.335674,5,0.083200
par4,0.380028,-0.162967,11,0.030900
par4,0.395770,-0.439438,9,0.019200
par4,0.312292,0.369949,4,0.013700
par4,-0.258859,-0.623093,1,0.031900
par4,-0.630466,-0.450400,3,0.036200
par4,-0.181522,-0.467200,6,0.044400
par4,0.582010,0.320388,7,0.011500
par4,0.302536,0.372488,7,0.016200
par4,0.541088,-0.067413,1,0.042200
par4,-0.233720,-0.702769,3,0.019200
par4,-0.103250,-0.656443,3,0.031400
par4,-0.225473,-0.677618,3,0.025100
par4,-0.288734,-0.315979,3,0.027400
par4,-0.174644,-0.777489,4,0.139100
par4,-0.058822,-0.530660,4,0.151000
par4,0.465992,-0.055794,7,0.027300
par4,0.603355,-0.168405,7,0.020800
par4,0.516276,-0.381265,8,0.114000
par4,0.322689,-0.566293,5,0.044600
par4,0.341797,-0.205943,2,0.018800
par4,-0.518114,-0.547926,9,0.060000
par4,0.081693,-0.110737,9,0.052800
par4,0.466874,-0.448111,10,0.022700
par4,0.360907,-0.374502,10,0.011500
par4,0.191333,0.315546,9,0.016600
par4,0.317325,-0.544993,11,0.139100
par4,0.028735,-0.129356,11,0.026400
par4,0.543308,-0.013714,11,0.038500
par4,-0.158741,0.300426,12,0.026400
par4,-0.409997,0.376812,12,0.035000
par4,-0.134929,-0.243195,13,0.169400
par4,0.361644,-0.368585,13,0.037100
par4,-0.450226,0.035728,14,0.083200
par4,0.135352,-0.286026,14,0.088000
par4,-0.494107,-0.082661,14,0.073700
par4,0.065922,-0.024115,14,0.044400
par4,-0.160781,0.142522,14,0.110500
par4,-0.201649,-0.269426,14,0.033100
par4,-0.215597,0.086440,15,0.027000
par4,0.624253,0.215126,15,0.019000
par4,0.482277,-0.224985,15,0.016500
par4,0.447967,-0.394215,15,0.021800
par4,-0.610188,-0.012131,15,0.019500
par4,0.660211,-0.200000,15,0.018100
par4,0.699210,0.160476,16,0.032600
par4,0.166599,-0.031785,16,0.040700
par4,0.166965,-0.029589,16,0.073700
par4,0.418018,0.498701,16,0.046900
par4,0.683468,0.210521,16,0.015600
par4,0.304646,0.196936,16,0.097900
par4,0.525860,-0.008226,17,0.208400
par4,0.341380,-0.366653,17,0.019200
par4,-0.401927,0.123602,17,0.030600
par4,-0.111551,-0.261165,17,0.023000
par4,0.238225,0.094912,18,0.108700
par4,0.165802,-0.148949,18,0.031000
par4,0.155220,-0.617773,19,0.022300
par4,0.481838,-0.387323,19,0.033300
par4,0.530260,-0.297514,19,0.023700
par4,0.074757,0.166823,19,0.089500
par4,0.346952,-0.281658,19,0.050800
par4,-0.109305,-0.039286,20,0.019000
par4,0.318734,-0.440999,20,0.011800
par4,0.280711,-0.372892,20,0.017700
par4,0.444798,0.004851,21,0.033300
par4,-0.377550,0.273072,21,0.111700
par4,0.287407,0.154303,21,0.065000
par4,0.406369,-0.365354,22,0.017300
par4,-0.342026,0.196599,23,0.020100
par4,-0.490426,-0.625488,23,0.106100
par4,0.524002,-0.072930,23,0.053500
par4,-0.126473,0.719904,24,0.166800
par4,0.468008,0.076679,24,0.051100
par4,-0.123444,0.727201,24,0.112200
par4,-0.115052,0.701058,24,0.139100
par4,0.516130,-0.350438,24,0.035700
par4,0.216123,-0.620805,24,0.025600
par4,-0.174849,0.735660,24,0.159900
par4,-0.128742,0.729613,24,0.103900
par4,-0.164160,-0.435893,24,0.020800
par4,0.274431,-0.150422,25,0.025400
par4,-0.184102,-0.409330,25,0.026900
par4,0.083476,-0.624252,25,0.028300
par4,-0.148246,-0.053929,25,0.103900
par4,-0.354544,-0.345690,25,0.098700
par4,0.071678,0.479555,25,0.012400
par4,-0.259457,-0.107301,25,0.020200
par4,-0.357183,0.531337,25,0.049600
par4,-0.157882,0.727961,25,0.158200
par4,0.529004,-0.372496,26,0.051800
par4,0.348686,0.045104,26,0.103500
par4,0.220740,0.400892,26,0.072100
par4,0.535345,-0.185353,26,0.147800
par4,0.118908,0.254514,26,0.042200
par4,0.346166,0.149055,26,0.020800
par4,-0.278002,-0.804452,26,0.023200
par4,-0.043325,0.419853,26,0.050300
par4,0.172305,0.422287,26,0.111800
par4,0.382904,-0.220631,26,0.026700
par4,-0.380424,-0.177239,26,0.036400
par4,0.010041,0.137989,26,0.065000
par4,-0.247417,-0.223653,18,0.008600
par4,-0.200747,-0.463971,27,0.048600
par4,-0.182307,-0.389674,27,0.037300
par4,0.262358,-0.576148,27,0.045100
par4,0.490577,-0.264316,27,0.026100
par4,-0.260685,0.127414,28,0.091100
par4,-0.302366,0.044049,28,0.037800
par4,-0.004879,0.442666,28,0.017800
par4,0.779082,0.224878,28,0.020400
par4,0.003316,-0.217796,28,0.036200
par4,-0.150621,-0.153344,28,0.037800
par4,0.193629,0.386451,29,0.082400
par4,-0.308864,-0.122180,29,0.097000
par4,-0.307673,-0.181862,29,0.113100
par4,-0.330114,-0.173509,29,0.112900
par4,-0.332738,-0.321472,29,0.094400
par4,-0.368769,-0.349764,29,0.088700
par4,-0.320908,-0.092306,29,0.160400
par4,0.530568,-0.001576,29,0.015300
par4,0.090290,0.262800,30,0.061400
par4,0.361097,0.110367,30,0.031000
par4,0.160477,0.229546,30,0.025300
par4,0.097423,0.402917,30,0.139100
par4,0.332057,-0.324470,30,0.016500
par4,0.695747,0.219312,30,0.023900
par4,0.225655,0.326125,30,0.041200
par4,-0.103248,0.715488,30,0.112700
par4,-0.158662,0.225083,30,0.108700
par4,0.404329,0.278148,30,0.019000
par4,0.345998,0.318673,30,0.018800
par4,0.037219,0.560660,30,0.056800
par4,-0.055340,-0.494537,29,0.016600
par4,-0.379002,0.148240,8,0.022400
par4,-0.041256,-0.625686,7,0.014300
par4,0.010157,0.232871,31,0.028700
par4,0.442425,-0.475130,31,0.128700
par4,-0.105482,0.703321,31,0.053300
par4,0.430627,-0.588217,31,0.019100
par4,-0.041591,0.423456,32,0.039500
par4,0.181955,-0.386996,32,0.023600
par4,-0.088772,-0.047788,32,0.016200
par4,0.230606,-0.391532,32,0.024800
par4,0.179383,-0.574232,32,0.039000
par4,0.175999,0.187515,32,0.074500
par4,0.382994,0.351664,14,0.011800
par4,0.207542,0.197068,16,0.023400
par4,0.158936,0.309630,18,0.028700
par4,0.160211,0.738636,4,0.071300
par4,0.242275,0.342763,29,0.013900
par4,0.160986,-0.074359,33,0.035500
par4,0.364315,0.152687,33,0.030000
par4,-0.012347,-0.356728,33,0.028400
par4,-0.048500,-0.622717,33,0.158200
par4,-0.111063,0.687501,33,0.112900
par4,0.432941,-0.297344,33,0.017700
par4,-0.594405,0.407576,33,0.013600
par4,-0.180886,-0.671921,33,0.016300
par4,0.324368,-0.171293,34,0.038500
par4,0.164743,-0.633168,34,0.019700
par4,-0.408520,0.233059,34,0.032600
par4,0.039876,0.095040,34,0.036600
par4,-0.120331,0.705109,34,0.111100
par4,-0.349625,0.288705,34,0.024600
par4,0.660742,-0.233703,34,0.021000
par4,-0.171213,0.021922,34,0.102200
par4,-0.135070,-0.726612,34,0.031700
par4,-0.208968,0.508772,34,0.047400
par4,-0.030349,0.427822,34,0.068200
par4,0.038310,0.147721,34,0.016300
par4,-0.120562,-0.309388,34,0.140800
par4,0.652024,-0.234028,34,0.069000
par4,0.259072,-0.670033,17,0.007600
par4,-0.041209,0.594575,34,0.023800
par4,-0.243797,-0.359336,35,0.183600
par4,-0.093451,-0.300495,35,0.018100
par4,0.526962,-0.009816,37,0.066600
par4,-0.085490,-0.279230,37,0.015500
par4,-0.210391,0.276074,37,0.308500
par4,-0.038398,-0.531245,37,0.026500
par4,0.088487,-0.006728,37,0.072100
par4,0.175673,-0.309772,37,0.033300
par4,-0.445532,0.198600,37,0.044400
par4,-0.421414,-0.065947,37,0.232000
par4,-0.061673,-0.328603,37,0.021900
par4,0.007902,-0.701508,37,0.019700
par4,0.104863,-0.118809,37,0.028500
par4,-0.410843,0.230356,37,0.118300
par4,-0.107593,0.538553,37,0.107400
par4,0.766447,0.036502,38,0.014600
par4,0.298299,0.199502,38,0.031000
par4,0.200551,0.369851,38,0.023400
par4,0.273559,-0.110195,38,0.024000
par4,-0.693022,-0.263921,38,0.025800
par4,0.278507,-0.255680,38,0.199600
par4,0.135394,-0.189382,38,0.094800
par4,0.071918,-0.121645,38,0.039700
par4,-0.240204,-0.239133,17,0.020000
par4,0.134558,0.146852,19,0.016500
par4,-0.015541,0.024033,35,0.018600
par4,-0.510406,0.349059,38,0.013700
par4,0.291663,0.402533,39,0.202900
par4,0.250000,0.237633,39,0.017700
par4,0.166474,-0.534837,39,0.028400
par4,-0.171015,-0.035810,39,0.081600
par4,-0.096849,-0.208990,39,0.049800
par4,0.280496,0.003407,39,0.135600
par4,0.325178,0.364758,39,0.036400
par4,0.603239,0.292690,39,0.021800
par4,-0.146352,-0.209548,39,0.091900
par4,-0.139363,-0.212797,39,0.128700
par4,0.084760,-0.371041,39,0.005500
par4,0.050005,0.366658,39,0.034500
par4,-0.021947,0.140279,39,0.099200
par4,-0.062674,-0.335957,39,0.047400
par4,-0.025927,-0.406900,10,0.236700
par4,-0.327469,-0.472704,27,0.299500
par4,-0.332413,-0.463597,29,0.083200
par4,-0.346053,-0.360163,29,0.168500
par4,-0.326791,-0.460852,29,0.327100
par4,-0.356258,-0.349107,29,0.249200
par4,-0.350154,-0.466959,29,0.098700
par4,-0.313437,-0.423555,29,0.426900
par4,-0.330320,-0.459460,30,0.241200
par4,-0.298445,-0.364035,33,0.058200
par4,-0.321419,-0.432510,34,0.031400
par4,-0.320083,-0.492757,35,0.071300
par4,-0.348454,-0.353972,35,0.075300
par4,-0.339227,-0.432293,35,0.239600
par4,-0.312138,-0.352278,35,0.159900
par4,-0.328160,-0.453631,35,0.072100
par4,-0.311066,-0.389643,35,0.100500
par4,-0.330907,-0.462755,35,0.105700
par4,-0.328106,-0.465698,35,0.190300
par4,-0.329362,-0.465006,35,0.034000
par4,-0.351196,-0.467777,35,0.235200
par4,-0.317174,-0.438425,35,0.051100
par4,-0.351347,-0.352286,36,0.140800
par4,-0.336335,-0.062539,36,0.020700
par4,-0.364402,-0.508904,36,0.202200
par4,-0.331339,-0.463263,36,0.254600
par4,-0.299185,-0.388517,36,0.178100
par4,-0.351093,-0.402939,36,0.205700
par4,-0.362301,-0.378789,36,0.238100
par4,-0.326528,-0.444011,36,0.049100
par4,-0.357191,-0.382627,36,0.262900
par4,-0.322796,-0.464574,36,0.189300
par4,-0.204727,-0.408719,36,0.020800
par4,-0.323023,-0.322853,36,0.160400
par4,-0.331208,-0.462740,36,0.232700
par4,-0.272560,-0.501068,36,0.099200
par4,-0.313946,-0.439889,36,0.029700
par4,-0.330191,-0.463074,36,0.241200
par4,-0.336545,-0.466153,36,0.075300
par4,-0.243520,-0.074059,36,0.147800
par4,-0.319094,-0.462397,36,0.027100
par4,-0.330186,-0.466523,36,0.254600
par4,-0.362168,-0.414339,36,0.114300
par4,-0.326340,-0.465605,36,0.113300
par4,-0.341217,-0.348842,37,0.020800
par4,-0.301622,-0.432115,37,0.323400
par4,-0.287023,-0.400872,37,0.066600
par4,-0.314096,-0.427124,37,0.272400
par4,-0.314205,-0.427172,37,0.254600
par4,-0.079757,-0.124183,37,0.205700
par4,0.056698,-0.317585,23,0.101300
par4,0.139848,-0.019080,25,0.254600
par4,0.199083,0.208333,27,0.113600
par4,0.231178,0.122473,27,0.050800
par4,-0.124993,-0.452777,32,0.018500
par4,-0.048680,-0.388492,32,0.031900
par4,-0.343414,-0.445894,38,0.361000
par4,-0.330276,-0.299581,38,0.236700
par4,-0.271656,-0.281309,38,0.054000
par4,-0.320668,-0.135049,22,0.146000
par4,-0.278170,-0.109429,23,0.085600
par4,-0.289538,0.319597,24,0.031400
par4,0.082397,-0.315979,6,0.025200
par4,-0.058136,0.151989,21,0.010300
par4,-0.047131,0.118851,25,0.023400
par4,-0.346833,0.190710,27,0.015000
par4,-0.246221,0.295556,29,0.036900
par4,-0.206677,0.319437,30,0.053800
par4,-0.238527,0.258841,30,0.039700
par4,0.575010,-0.303935,18,0.019600
par4,0.565890,-0.103402,20,0.035700
par4,-0.286145,-0.180310,17,0.024400
par4,0.486765,-0.384016,13,0.034000
par4,-0.663853,-0.193645,18,0.018100
par4,0.329112,-0.137626,21,0.013400
par4,0.565370,-0.103025,22,0.036200
par4,0.657140,-0.149269,22,0.032600
par4,-0.591914,-0.392805,23,0.015300
par4,0.592631,-0.122495,28,0.015400
par4,-0.152247,-0.088894,31,0.034300
par4,0.213496,-0.250805,1,0.187400
par4,0.244764,-0.224970,2,0.014900
par4,-0.583008,-0.193433,2,0.040400
par4,0.546237,-0.127284,3,0.015500
par4,0.199906,0.330530,6,0.016200
par4,0.695081,-0.044080,19,0.008600
par4,0.074816,0.309743,23,0.029000
par4,0.305201,-0.003594,27,0.018700
par4,0.496944,-0.155330,5,0.024800
par4,0.354654,0.154205,13,0.025400
par4,0.361975,0.153181,24,0.026900
par4,0.315189,0.036772,24,0.025700
par4,0.366238,0.150878,25,0.031300
par4,-0.048627,-0.379650,16,0.019200
par4,0.492788,-0.166074,27,0.024500
par4,0.350960,0.157127,27,0.025900
par4,0.480455,-0.236441,30,0.036600
par4,0.487984,0.007562,31,0.038500
par4,0.060050,-0.103740,31,0.027900
par4,-0.102331,-0.190933,32,0.035900
par4,0.592612,-0.121308,33,0.018700
par4,-0.088765,-0.045115,33,0.018700
par4,0.568244,-0.067262,33,0.016100
par4,0.017941,-0.044125,37,0.016300
par4,-0.544445,0.365439,37,0.033100
par4,0.324403,-0.527544,38,0.151600
par4,-0.103015,-0.191150,38,0.009700
par4,-0.339146,-0.446344,39,0.065000
par4,-0.329900,-0.459528,39,0.219100
par4,-0.680900,-0.443177,39,0.018700
par4,0.208323,-0.035173,39,0.130400
par4,-0.299194,-0.406552,39,0.027400
par4,-0.314714,-0.428936,39,0.025000
par4,-0.031103,-0.547713,31,0.054800
par4,0.480708,0.136061,25,0.024500
par4,0.542143,-0.284662,8,0.019200
par4,0.102352,-0.314546,1,0.027600
par4,-0.036936,-0.161951,13,0.028600
par4,-0.036824,-0.313534,5,0.114800
par4,0.249293,0.070683,10,0.058000
par4,-0.101715,-0.273873,23,0.171100
par4,-0.113097,0.573199,24,0.112100
par4,0.179758,0.007719,25,0.033600
par4,-0.095904,-0.069291,28,0.022400
par4,0.033170,-0.068608,36,0.015600
par4,0.027007,0.314209,40,0.049100
par4,0.095009,-0.578368,18,0.049600
par4,0.032490,-0.455250,18,0.290400
par4,0.095736,-0.579273,18,0.285500
par4,0.080410,-0.500063,18,0.331700
par4,0.093109,-0.575642,18,0.035200
par4,0.096220,-0.578839,18,0.361000
par4,0.087464,-0.579112,20,0.479000
par4,0.087246,-0.591424,20,0.228500
par4,0.094400,-0.578510,21,0.283100
par4,0.088525,-0.545229,21,0.327100
par4,0.111698,-0.635352,4,0.109100
par4,0.106127,-0.588910,8,0.178900
par4,0.093464,-0.611894,10,0.276400
par4,0.101956,-0.587931,12,0.392300
par4,0.113516,-0.620334,14,0.356100
par4,0.089258,-0.585660,11,0.048800
par4,0.115097,-0.478762,19,0.159300
par4,0.092443,-0.576481,19,0.039200
par4,0.055458,-0.551944,19,0.321800
par4,0.093269,-0.575479,19,0.095300
par4,0.093946,-0.578325,19,0.305400
par4,0.219257,-0.497141,20,0.285500
par4,0.091670,-0.577109,20,0.377500
par4,0.100304,-0.592132,20,0.285500
par4,0.096798,-0.581498,20,0.285500
par4,0.112235,-0.570946,20,0.185500
par4,0.094310,-0.578078,20,0.339000
par4,0.094316,-0.577878,20,0.329700
par4,0.094843,-0.578981,20,0.324000
par4,0.143577,-0.575229,20,0.401300
par4,0.111708,-0.573485,20,0.400600
par4,0.096794,-0.576319,22,0.334200
par4,0.116058,-0.598373,22,0.321800
par4,0.093596,-0.576540,24,0.215100
par4,0.085089,-0.584896,24,0.085600
par4,0.106569,-0.483666,24,0.028000
par4,0.089580,-0.575352,27,0.215100
par4,0.089811,-0.539370,27,0.033100
par4,0.133349,-0.522859,27,0.033300
par4,0.052711,-0.365844,27,0.274100
par4,-0.007183,-0.500351,27,0.045400
par4,-0.056463,-0.457808,28,0.072100
par4,0.137960,-0.545116,28,0.362500
par4,0.088474,-0.577929,28,0.044600
par4,0.071000,-0.607797,28,0.050300
par4,0.089505,-0.575628,28,0.104800
par4,0.090394,-0.573414,28,0.064200
par4,0.099529,-0.548643,28,0.305300
par4,0.036134,-0.505046,28,0.238100
par4,0.117832,-0.597228,29,0.128700
par4,0.093122,-0.570427,29,0.065800
par4,-0.089306,-0.456061,29,0.046100
par4,0.050406,-0.624924,29,0.272400
par4,0.108215,-0.556887,29,0.080800
par4,0.188821,-0.649144,29,0.153800
par4,0.045012,-0.533305,29,0.177200
par4,0.114219,-0.092831,30,0.074500
par4,0.097525,-0.585747,30,0.088700
par4,0.093781,-0.570196,30,0.037600
par4,0.090646,-0.575721,30,0.201700
par4,0.089163,-0.583208,30,0.114100
par4,0.070896,-0.504807,30,0.040400
par4,0.093373,-0.574140,30,0.242800
par4,0.091065,-0.573908,30,0.236700
par4,0.090978,-0.577168,30,0.086400
par4,0.195968,0.077758,31,0.069000
par4,0.128383,-0.586329,31,0.165900
par4,0.084176,-0.574782,32,0.114400
par4,0.086951,-0.516434,33,0.079300
par4,0.088004,-0.579413,33,0.254600
par4,0.093625,-0.568181,33,0.192200
par4,0.111447,-0.571657,33,0.157700
par4,0.089716,-0.540063,34,0.041900
par4,0.112753,-0.534269,34,0.356100
par4,0.090373,-0.578398,34,0.095300
par4,0.050435,-0.599674,34,0.028000
par4,0.092597,-0.576277,34,0.046900
par4,0.097517,-0.575480,34,0.200600
par4,0.098903,-0.580992,34,0.254600
par4,0.089196,-0.575282,35,0.096100
par4,0.080254,-0.578646,35,0.046100
par4,0.109276,-0.574176,35,0.033300
par4,-0.712124,0.058814,35,0.174600
par4,0.034978,-0.544848,36,0.113500
par4,0.106078,-0.583524,36,0.184600
par4,0.089934,-0.569154,36,0.112100
par4,0.083302,-0.572347,36,0.104400
par4,0.105946,-0.571272,36,0.110700
par4,0.086010,-0.579228,36,0.113500
par4,0.037506,-0.549074,36,0.130400
par4,0.088299,-0.579028,37,0.246000
par4,0.035595,-0.532205,37,0.178100
par4,0.086517,-0.571048,37,0.060300
par4,0.123250,-0.581401,37,0.239600
par4,0.143648,-0.642048,37,0.147800
par4,0.084455,-0.606716,37,0.191200
par4,0.086621,-0.540260,38,0.163300
par4,0.085771,-0.578823,39,0.059000
par4,0.131842,-0.442051,5,0.018100
par4,0.004368,-0.030936,9,0.069800
par4,0.279038,-0.394642,7,0.016500
par4,0.419342,-0.379067,27,0.028700
par4,0.424665,-0.237842,29,0.111100
par4,0.115976,-0.321008,22,0.043400
par4,0.146540,-0.580998,16,0.099600
par4,0.145303,-0.313735,20,0.059200
par4,0.135216,-0.508813,14,0.030200
par4,0.073966,-0.662216,20,0.156000
par4,0.187795,-0.388804,2,0.026600
par4,0.310466,-0.424090,7,0.051800
par4,0.247320,-0.432491,4,0.019200
par4,0.243034,-0.338023,4,0.019700
par4,0.252166,-0.358124,2,0.097000
par4,0.206471,-0.398937,7,0.015100
par4,0.252371,-0.454422,9,0.110400
par4,0.265442,-0.335364,9,0.016600
par4,0.240383,-0.394874,11,0.059700
par4,0.090680,-0.314993,13,0.021100
par4,0.372361,-0.081703,13,0.139100
par4,0.075114,-0.451192,16,0.081600
par4,0.259707,-0.264547,17,0.041200
par4,0.223634,-0.301778,19,0.113800
par4,-0.071050,-0.657644,18,0.160400
par4,-0.168973,-0.226626,23,0.028000
par4,0.336625,0.134505,27,0.114400
par4,0.353946,0.092750,27,0.010600
par4,0.348201,0.050150,28,0.054500
par4,0.295640,-0.302643,28,0.012100
par4,0.270206,-0.308511,28,0.041200
par4,0.210352,-0.333492,28,0.229800
par4,0.397219,-0.402392,28,0.006800
par4,-0.028965,-0.259981,29,0.051800
par4,-0.042689,-0.618986,30,0.074500
par4,0.297667,0.196969,32,0.066600
par4,0.137266,-0.326140,34,0.088700
par4,0.449112,-0.269329,34,0.089500
par4,0.167266,-0.143889,36,0.099200
par4,0.244486,-0.352092,12,0.011400
par4,0.217258,-0.342136,19,0.017000
par4,0.760561,0.169237,20,0.015700
par4,0.232146,-0.322578,20,0.013300
par4,0.549500,-0.131776,9,0.088700
par4,0.577293,-0.241845,9,0.019700
par4,0.672071,-0.246510,9,0.114300
par4,-0.436761,-0.286206,5,0.159900
par4,0.667288,-0.183745,11,0.020200
par4,0.039262,-0.488659,12,0.023600
par4,0.657577,-0.213436,17,0.035200
par4,-0.669530,-0.118510,17,0.014100
par4,0.565772,-0.148561,18,0.020100
par4,-0.338218,-0.278042,20,0.020700
par4,0.274437,-0.149329,20,0.107800
par4,0.616443,-0.040261,21,0.033600
par4,0.170387,0.024292,21,0.022500
par4,0.040569,-0.495398,23,0.102200
par4,-0.061390,-0.514134,23,0.031900
par4,0.339633,-0.112668,24,0.029100
par4,0.074739,-0.287526,27,0.021400
par4,-0.040478,-0.259647,27,0.015900
par4,-0.140198,0.029625,14,0.121700
par4,-0.130103,0.415939,30,0.080800
par4,-0.718756,0.183412,5,0.036900
par4,-0.509200,0.137754,8,0.069000
par4,-0.580116,0.152220,21,0.036600
par4,0.325395,-0.098695,4,0.020700
par4,0.233932,-0.083513,9,0.031400
par4,-0.042912,-0.582000,5,0.018700
par4,0.034506,-0.550139,12,0.011100
par4,0.459669,-0.189747,14,0.012300
par4,0.073137,-0.767212,15,0.015500
par4,0.259210,-0.083837,15,0.032200
par4,0.342975,-0.183336,16,0.032400
par4,0.323052,-0.417612,18,0.153200
par4,0.207202,-0.051969,18,0.158200
par4,0.367699,-0.059767,19,0.022400
par4,0.265884,-0.024580,24,0.024400
par4,-0.528570,0.108668,25,0.032400
par4,-0.725889,0.212773,25,0.038500
par4,0.204731,-0.050152,26,0.024100
par4,-0.498610,0.135100,28,0.053300
par4,0.162285,-0.106272,30,0.046600
par4,0.092451,-0.574032,26,0.155500
par4,0.093681,-0.575509,26,0.087200
par4,0.089925,-0.576435,26,0.056000
par4,0.091565,-0.544795,26,0.084800
par4,0.058890,-0.611797,26,0.020200
par4,0.099575,-0.544728,26,0.394400
par4,0.174558,-0.449290,6,0.019200
par4,-0.667133,0.138327,7,0.011400
par4,-0.235385,0.216614,12,0.017200
par4,-0.073522,0.410685,8,0.021300
par4,-0.069620,-0.084329,9,0.104800
par4,-0.102656,0.308973,23,0.044900
par4,-0.196183,0.079418,23,0.207100
par4,-0.208877,0.171332,24,0.133900
par4,-0.183232,-0.355071,22,0.034700
par4,-0.574282,-0.103973,6,0.029400
par4,-0.496628,0.104834,9,0.062600
par4,-0.576274,-0.075350,9,0.017300
par4,-0.515142,-0.083324,10,0.096100
par4,-0.461044,0.094035,12,0.026300
par4,-0.583389,0.091438,14,0.033800
par4,-0.462468,0.096363,14,0.031300
par4,-0.496768,0.105267,14,0.045100
par4,-0.572336,-0.075495,15,0.026300
par4,-0.764650,0.092163,17,0.028500
par4,-0.332014,0.291649,17,0.036200
par4,-0.480817,-0.463132,18,0.095700
par4,-0.158111,-0.145667,6,0.040700
par4,-0.150551,0.215970,8,0.030200
par4,-0.111798,0.016806,10,0.099600
par4,0.008416,0.239363,2,0.069800
par4,0.037731,0.253669,4,0.072100
par4,-0.182553,0.348933,4,0.088700
par4,-0.129167,0.396787,8,0.022500
par4,0.040298,0.153834,12,0.097900
par4,-0.107160,0.059437,13,0.059500
par4,-0.132894,0.239221,17,0.040700
par4,0.376009,-0.100045,16,0.019200
par4,-0.108011,-0.265834,16,0.076900
par4,0.094283,0.076751,1,0.023800
par4,0.515358,0.104167,3,0.110000
par4,0.100384,0.116168,5,0.022300
par4,0.319713,-0.113993,8,0.020000
par4,0.558565,0.456268,8,0.020800
par4,0.172780,-0.232844,11,0.007900
par4,0.549658,0.131303,11,0.023200
par4,0.600546,0.138583,12,0.013700
par4,-0.361722,-0.361864,13,0.307200
par4,-0.369823,-0.350889,15,0.175500
par4,0.405528,0.442346,1,0.022100
par4,-0.495361,0.546387,1,0.052800
par4,-0.119519,0.395915,9,0.036200
par4,-0.155577,0.490957,10,0.029800
par4,-0.180942,-0.207146,13,0.032600
par4,-0.211339,0.026550,14,0.033800
par4,-0.145735,-0.253713,15,0.103500
par4,0.118403,0.217743,15,0.035900
par4,0.042332,0.053983,15,0.049800
par4,0.062357,0.094338,15,0.060300
par4,0.219296,-0.121825,15,0.079300
par4,0.828010,-0.209569,16,0.042200
par4,-0.356126,-0.460564,16,0.166800
par4,-0.358090,-0.460398,16,0.237400
par4,0.277179,0.522334,17,0.047600
par4,0.136018,-0.124582,18,0.045100
par4,0.090542,0.089457,18,0.010400
par4,0.617067,0.263839,18,0.051100
par4,-0.388540,-0.447671,19,0.254600
par4,0.193820,0.163073,19,0.028000
par4,-0.066198,0.414778,20,0.174600
par4,-0.366195,0.212901,20,0.037800
par4,-0.171304,0.521082,21,0.045400
par4,-0.485929,-0.512236,22,0.100000
par4,-0.507616,0.092226,22,0.038800
par4,-0.450650,-0.480200,22,0.095300
par4,-0.270193,-0.737470,22,0.016300
par4,-0.453842,-0.488112,23,0.098700
par4,-0.275608,0.215758,23,0.179800
