cohort,mds1,mds2,generation,toxicity
seq,-0.075182,0.708422,19,0.115700
seq,-0.101261,0.668358,41,0.114800
seq,-0.104608,0.669392,50,0.114800
seq,-0.140908,0.624265,51,0.114800
seq,-0.096062,0.666775,28,0.114500
seq,-0.093190,0.701454,53,0.112500
seq,-0.100648,0.716018,32,0.111000
seq,-0.075986,0.738071,32,0.110900
seq,-0.133193,0.711018,32,0.110600
seq,-0.132542,0.713907,45,0.110500
seq,-0.108910,0.663936,31,0.107800
seq,-0.107482,0.719857,45,0.107000
seq,-0.124508,0.702467,50,0.105200
seq,-0.082232,0.708819,32,0.103500
seq,-0.088107,0.706475,45,0.103100
seq,-0.100431,0.705882,32,0.102600
seq,-0.087971,0.707260,45,0.097900
seq,-0.155747,0.702501,50,0.096100
seq,-0.181671,0.761457,50,0.093900
seq,-0.090862,0.716073,32,0.093100
seq,-0.078611,0.706316,32,0.093100
seq,-0.088631,0.713384,32,0.084800
seq,-0.109797,0.679616,29,0.080800
seq,-0.122526,0.677874,31,0.072100
seq,-0.138410,0.670470,31,0.063400
seq,-0.102746,0.705032,45,0.059200
seq,-0.059211,0.705387,53,0.056000
seq,-0.142055,0.668086,31,0.055800
seq,-0.082919,0.658223,31,0.027600
seq,-0.087470,0.703195,45,0.027000
seq,-0.085680,0.706377,39,0.146000
seq,-0.177768,0.746320,20,0.144300
seq,0.022592,0.684725,19,0.142600
seq,-0.076825,0.680529,52,0.139100
seq,-0.102310,0.673766,47,0.137400
seq,-0.076267,0.709729,60,0.120900
seq,-0.122002,0.669522,60,0.120000
seq,-0.081534,0.710076,60,0.113100
seq,-0.098089,0.727805,60,0.112100
seq,-0.157105,0.743654,60,0.111300
seq,-0.136529,0.686679,60,0.111000
seq,-0.089679,0.723578,60,0.105200
seq,-0.127013,0.678907,60,0.104800
seq,-0.113946,0.676150,60,0.094800
seq,-0.072198,0.716143,60,0.084000
seq,-0.082373,0.705200,60,0.076100
seq,-0.170269,0.757935,26,0.152700
seq,-0.064471,0.702953,25,0.151600
seq,-0.137909,0.718608,14,0.150500
seq,-0.102777,0.673949,46,0.149500
seq,-0.150199,0.681371,31,0.147800
seq,-0.153936,0.711839,38,0.146000
seq,-0.030940,0.674758,61,0.135600
seq,-0.097929,0.670870,61,0.106100
seq,-0.131925,0.689523,61,0.100900
seq,-0.083447,0.674215,61,0.091900
seq,-0.092103,0.705879,61,0.059500
seq,-0.123729,0.701874,61,0.054000
seq,-0.052269,0.692568,61,0.011400
seq,-0.096928,0.672615,39,0.157700
seq,-0.154499,0.721755,26,0.155500
seq,-0.144645,0.722046,25,0.154900
seq,-0.082153,0.692071,40,0.154900
seq,-0.085571,0.670478,41,0.154400
seq,-0.073274,0.731535,27,0.153200
seq,-0.146929,0.708187,55,0.153200
seq,-0.175642,0.741484,14,0.152700
seq,-0.076150,0.711849,25,0.152700
seq,-0.102295,0.670340,62,0.114800
seq,-0.101055,0.672113,62,0.114300
seq,-0.123290,0.665134,62,0.113500
seq,-0.096389,0.696494,62,0.113300
seq,-0.107239,0.677708,62,0.112900
seq,-0.079288,0.687813,62,0.103100
seq,-0.098849,0.676104,62,0.095700
seq,-0.101687,0.671026,62,0.088700
seq,-0.121915,0.676969,63,0.075300
seq,-0.095955,0.743002,19,0.157700
seq,-0.148660,0.740830,55,0.158200
seq,-0.171504,0.747358,14,0.157700
seq,-0.128530,0.657774,65,0.144300
seq,-0.104641,0.592710,65,0.114800
seq,-0.141778,0.686847,65,0.114500
seq,-0.140649,0.652122,65,0.112300
seq,-0.104583,0.665643,65,0.111300
seq,-0.159712,0.673758,65,0.110700
seq,-0.095350,0.668179,65,0.105700
seq,-0.149212,0.690979,65,0.091900
seq,-0.101954,0.679824,59,0.101800
seq,-0.107053,0.679338,59,0.052300
seq,-0.118184,0.659242,59,0.113500
seq,-0.101444,0.578653,61,0.027600
seq,-0.118480,0.629368,61,0.074500
seq,-0.059322,0.442665,61,0.216400
seq,-0.157156,0.650315,65,0.120900
seq,-0.116084,0.654553,65,0.373400
seq,-0.114844,0.655656,65,0.114800
seq,-0.020665,0.302681,65,0.299500
seq,-0.136962,0.629443,67,0.109600
seq,-0.111569,0.640872,67,0.128700
seq,-0.130192,0.608097,67,0.160400
seq,-0.097296,0.683778,67,0.093900
seq,-0.085886,0.533703,67,0.100900
seq,-0.116094,0.654407,67,0.114800
seq,-0.129096,0.652803,67,0.066600
seq,0.000643,0.353572,67,0.279800
seq,-0.114717,0.656018,67,0.114800
seq,-0.140552,0.651203,67,0.120900
seq,-0.142837,0.651221,67,0.154400
seq,-0.009827,0.359390,67,0.320200
seq,-0.096464,0.688434,67,0.179800
seq,-0.138870,0.686832,67,0.157700
seq,-0.088519,0.670556,67,0.216400
seq,-0.048915,0.720523,67,0.179800
seq,0.349454,-0.478911,7,0.019700
seq,0.247332,-0.489808,23,0.126900
seq,0.140893,-0.701020,23,0.023400
seq,-0.026828,-0.526640,34,0.074500
seq,-0.074276,-0.228348,51,0.025600
seq,-0.530894,0.013452,51,0.020400
seq,-0.009522,-0.301887,51,0.019400
seq,0.227442,-0.291188,51,0.025400
seq,-0.027399,-0.282432,64,0.032200
seq,0.066476,-0.358548,64,0.011700
seq,0.271024,0.330586,27,0.114200
seq,0.460074,0.097356,33,0.031900
seq,0.350961,0.208475,33,0.029300
seq,0.357480,0.242386,33,0.125200
seq,0.288595,0.235707,33,0.020600
seq,0.256565,0.274100,33,0.156600
seq,0.442739,0.538025,33,0.161600
seq,0.238228,0.084891,35,0.022700
seq,0.448511,0.114988,36,0.209700
seq,0.351076,0.294202,36,0.155500
seq,0.186973,0.452905,36,0.262900
seq,0.260687,0.484527,36,0.089500
seq,0.390764,0.098358,36,0.045600
seq,0.486904,0.085391,36,0.049300
seq,0.039056,0.382595,38,0.157100
seq,0.491835,0.070282,21,0.058200
seq,0.455788,0.100606,36,0.022500
seq,0.158763,0.322784,37,0.107800
seq,0.225074,-0.537685,6,0.040200
seq,0.228983,-0.623924,7,0.024100
seq,0.235318,-0.613096,10,0.049300
seq,0.173239,-0.636465,10,0.036900
seq,0.243112,-0.631665,10,0.021100
seq,0.170093,-0.704937,16,0.043200
seq,0.171057,-0.642303,16,0.092600
seq,0.225676,-0.578013,16,0.037100
seq,0.185977,-0.547273,16,0.019000
seq,0.190250,-0.552505,16,0.046900
seq,0.155365,-0.650349,5,0.092600
seq,0.154260,-0.620578,49,0.058000
seq,0.439098,-0.043483,37,0.178100
seq,0.274269,0.099598,37,0.114200
seq,0.450404,-0.035826,37,0.188400
seq,0.428343,-0.034720,37,0.046100
seq,0.557933,-0.009671,37,0.199600
seq,0.394478,-0.006040,37,0.057000
seq,0.397411,0.233025,37,0.051800
seq,0.469881,-0.022577,36,0.152100
seq,0.375529,0.060097,48,0.111900
seq,0.330357,0.071496,48,0.099200
seq,0.168562,0.116062,48,0.299500
seq,0.436491,0.069587,48,0.110400
seq,0.173058,-0.400101,1,0.107000
seq,-0.123598,-0.443975,6,0.055300
seq,0.060871,-0.528398,6,0.047900
seq,-0.008031,-0.128850,6,0.174600
seq,-0.105616,-0.248938,7,0.044400
seq,0.025967,-0.534562,8,0.025800
seq,-0.140669,-0.389973,8,0.059200
seq,0.068682,-0.614789,8,0.029700
seq,-0.223324,-0.107866,8,0.014500
seq,0.131228,-0.261671,12,0.050300
seq,-0.061348,-0.505356,12,0.070500
seq,0.181104,-0.579838,12,0.047400
seq,-0.282367,-0.643475,15,0.036200
seq,0.110793,-0.567046,15,0.162500
seq,0.002244,-0.116542,15,0.156600
seq,0.209260,-0.568777,22,0.098300
seq,-0.168685,-0.113437,24,0.021000
seq,0.063023,-0.571233,24,0.017300
seq,0.013978,-0.657118,6,0.021100
seq,0.072685,-0.570354,6,0.019600
seq,0.113192,-0.626921,10,0.019100
seq,0.135746,-0.597327,15,0.026400
seq,0.135829,-0.603084,15,0.021700
seq,0.148591,-0.584219,22,0.028000
seq,0.113777,-0.384434,26,0.151000
seq,0.111614,-0.204619,4,0.060300
seq,0.164069,-0.108566,39,0.049800
seq,-0.040832,-0.112073,39,0.027800
seq,0.247687,-0.201867,46,0.016800
seq,0.065328,-0.072568,46,0.254600
seq,-0.352832,0.033029,11,0.097900
seq,0.140992,-0.241569,4,0.015300
seq,0.138954,0.351335,4,0.020700
seq,-0.436200,0.123329,8,0.030300
seq,-0.348097,0.059048,9,0.135600
seq,-0.172857,0.101198,2,0.068200
seq,0.084807,0.408755,4,0.093500
seq,-0.344302,0.086835,26,0.154900
seq,-0.176105,0.082108,28,0.038300
seq,-0.385062,0.093642,3,0.058700
seq,-0.378493,0.141198,3,0.102200
seq,-0.324298,0.565509,9,0.193100
seq,-0.366497,0.237696,9,0.067400
seq,-0.694649,0.258079,9,0.128700
seq,-0.269195,0.279184,9,0.065000
seq,-0.424746,0.190916,9,0.199400
seq,0.478217,-0.325724,2,0.032400
seq,0.570660,-0.353884,2,0.019600
seq,0.465365,-0.439651,2,0.046400
seq,0.435874,-0.429789,2,0.020600
seq,-0.394501,0.241988,14,0.184600
seq,0.173980,-0.247725,27,0.031400
seq,0.558584,-0.537547,17,0.012500
seq,-0.037163,-0.036223,30,0.018600
seq,-0.248362,0.070433,30,0.034300
seq,-0.078080,-0.016918,34,0.030000
seq,0.541403,-0.063271,35,0.016300
seq,0.238401,-0.603652,35,0.042700
seq,-0.013046,0.211376,37,0.025000
seq,0.507525,0.383663,37,0.022100
seq,-0.023633,-0.507785,40,0.021900
seq,-0.196700,-0.418479,41,0.015900
seq,-0.635774,-0.123454,43,0.015600
seq,-0.547775,-0.087433,43,0.085600
seq,-0.728418,0.020427,43,0.025900
seq,-0.612590,-0.139528,43,0.014900
seq,0.206823,0.044097,44,0.013700
seq,0.086536,0.031918,44,0.026600
seq,0.307340,-0.242414,46,0.023900
seq,0.420099,-0.141343,47,0.063800
seq,0.353196,-0.233026,47,0.015500
seq,-0.211048,0.057375,47,0.072100
seq,0.064122,0.376353,47,0.070500
seq,-0.314919,-0.383255,48,0.021900
seq,-0.368230,-0.712022,48,0.025600
seq,-0.321638,-0.354283,48,0.016800
seq,-0.299508,-0.387973,48,0.028100
seq,-0.331536,0.250154,48,0.037300
seq,-0.285407,-0.394688,48,0.023400
seq,-0.338715,-0.355332,48,0.026900
seq,0.224046,0.173944,52,0.018000
seq,0.092732,-0.053425,52,0.060700
seq,0.094573,-0.054570,52,0.098700
seq,-0.104460,-0.082726,52,0.040700
seq,-0.053248,-0.149326,52,0.236700
seq,0.271668,-0.044754,44,0.013600
seq,-0.193632,-0.435380,53,0.083200
seq,-0.028697,0.382393,54,0.102600
seq,0.140565,0.303807,56,0.179800
seq,0.219736,0.135012,56,0.053300
seq,0.341906,0.077586,56,0.024800
seq,0.599628,0.098160,56,0.285400
seq,0.135998,-0.558827,58,0.026400
seq,-0.112623,0.317045,37,0.058500
seq,0.168994,0.382070,59,0.037300
seq,0.384461,-0.151431,59,0.094800
seq,-0.020604,0.275165,59,0.065800
seq,0.350147,-0.075708,59,0.052800
seq,-0.043596,0.363027,59,0.032600
seq,0.308994,-0.116686,59,0.032400
seq,0.156656,0.485794,59,0.107800
seq,0.460592,-0.123234,59,0.054000
seq,-0.455206,-0.216489,59,0.058200
seq,0.079765,0.483923,59,0.027400
seq,0.081861,0.418405,59,0.019200
seq,0.022296,0.084306,28,0.032600
seq,0.192114,0.014436,24,0.016100
seq,0.114197,-0.503736,63,0.026700
seq,0.129456,-0.535823,63,0.027400
seq,-0.010271,-0.542004,63,0.050600
seq,-0.066537,0.295962,63,0.067400
seq,0.206597,-0.568143,63,0.153800
seq,0.425854,0.147923,64,0.177200
seq,0.118369,0.465243,64,0.137400
seq,0.264133,-0.588537,16,0.019500
seq,0.361684,0.000875,66,0.037600
seq,0.381933,-0.410394,66,0.022400
seq,0.287464,-0.587915,66,0.011600
seq,-0.007853,0.366810,67,0.178100
seq,-0.044332,0.252214,67,0.061400
seq,-0.017631,0.331649,67,0.184600
seq,-0.026335,0.386600,67,0.057500
seq,-0.087975,0.590558,68,0.113600
seq,-0.031609,0.294218,68,0.201300
seq,-0.003883,0.382903,68,0.304600
seq,-0.095203,0.683548,68,0.311300
seq,0.008798,0.308983,68,0.105700
seq,-0.005072,0.367551,68,0.202700
seq,-0.099199,0.685680,68,0.364600
seq,-0.027491,0.348513,68,0.199600
seq,0.009090,0.324280,68,0.221800
seq,0.202326,-0.506983,10,0.025800
seq,0.104974,0.267749,1,0.012400
seq,0.245774,0.422122,42,0.020500
seq,0.081190,-0.225464,41,0.026300
seq,0.119611,-0.497512,58,0.016200
seq,0.139609,-0.534389,16,0.094400
seq,0.375163,-0.467856,16,0.023200
seq,-0.368798,0.586868,55,0.339000
seq,-0.361694,0.597181,55,0.377500
seq,-0.388394,0.579064,55,0.285500
seq,-0.313563,0.596901,7,0.262900
seq,-0.244218,0.617467,32,0.309900
seq,-0.264494,0.613379,32,0.303200
seq,-0.244640,0.615979,32,0.275300
seq,-0.390857,0.579164,32,0.311300
seq,-0.284104,0.608215,33,0.305800
seq,-0.254081,0.615258,33,0.285400
seq,-0.324473,0.605285,37,0.285500
seq,-0.252597,0.618519,37,0.294100
seq,-0.283845,0.608229,37,0.311300
seq,-0.240326,0.619319,37,0.285500
seq,-0.249008,0.618677,37,0.285500
seq,-0.236117,0.626505,37,0.303200
seq,-0.387209,0.580792,38,0.323400
seq,-0.404239,0.572451,38,0.356100
seq,-0.255630,0.612917,38,0.328200
seq,-0.388589,0.580129,38,0.332600
seq,-0.391835,0.577892,42,0.339000
seq,-0.349513,0.592997,42,0.285500
seq,-0.296354,0.604329,42,0.285500
seq,-0.389509,0.579114,42,0.332600
seq,-0.389966,0.578395,42,0.305000
seq,-0.345038,0.593956,42,0.330900
seq,-0.335490,0.599954,42,0.280900
seq,-0.400374,0.574150,42,0.326100
seq,-0.379633,0.584062,42,0.305400
seq,-0.257671,0.614566,42,0.270500
seq,-0.316856,0.597977,42,0.328200
seq,-0.259264,0.609773,42,0.326100
seq,-0.407647,0.570468,42,0.308500
seq,-0.260548,0.614085,42,0.282000
seq,-0.389277,0.579486,43,0.311300
seq,-0.402771,0.573115,45,0.323400
seq,-0.401417,0.573735,45,0.323400
seq,-0.376401,0.585770,45,0.284300
seq,-0.386044,0.579959,45,0.335000
seq,-0.378750,0.583942,45,0.305000
seq,-0.368449,0.588409,45,0.324000
seq,-0.396377,0.575670,46,0.322900
seq,-0.450640,0.551049,44,0.303200
seq,-0.230848,0.614547,44,0.276400
seq,-0.374012,0.603231,44,0.329700
seq,-0.390850,0.578484,47,0.307200
seq,-0.387161,0.580922,48,0.339000
seq,-0.381775,0.582381,48,0.312700
seq,-0.444381,0.549661,48,0.339000
seq,-0.368118,0.587799,48,0.274100
seq,-0.396544,0.575606,48,0.325100
seq,-0.362663,0.597859,48,0.361000
seq,-0.087903,0.705500,48,0.356100
seq,-0.377150,0.584726,48,0.294100
seq,-0.384514,0.550133,48,0.262900
seq,-0.355916,0.586650,53,0.315500
seq,-0.238756,0.555664,53,0.304400
seq,-0.361991,0.587260,53,0.285500
seq,-0.228075,0.620203,53,0.332600
seq,-0.398695,0.574986,53,0.319600
seq,-0.359890,0.596317,54,0.361000
seq,-0.382175,0.581354,56,0.292200
seq,-0.370105,0.588620,58,0.339000
seq,-0.408294,0.582028,59,0.339000
seq,-0.382852,0.582838,59,0.294100
seq,-0.370007,0.588285,59,0.330200
seq,-0.374271,0.586187,59,0.333400
seq,-0.360608,0.589281,59,0.324500
seq,-0.369287,0.586115,59,0.343300
seq,-0.387134,0.579488,59,0.304400
seq,-0.435041,0.556535,59,0.347600
seq,-0.361259,0.596261,59,0.375800
seq,-0.374849,0.586477,59,0.285400
seq,-0.388116,0.579261,59,0.347600
seq,-0.349371,0.598676,59,0.324500
seq,-0.426387,0.547100,59,0.314100
seq,-0.315758,0.600528,59,0.307200
seq,-0.403520,0.592502,59,0.316900
seq,-0.361302,0.585654,59,0.285500
seq,-0.384325,0.580879,59,0.339000
seq,-0.378687,0.584374,59,0.315500
seq,-0.370609,0.587288,60,0.347600
seq,-0.152000,0.331600,62,0.285500
seq,-0.369903,0.583731,62,0.285500
seq,-0.371461,0.556637,62,0.304900
seq,-0.365001,0.592458,63,0.329700
seq,-0.368131,0.600211,63,0.377500
seq,-0.351724,0.592133,64,0.305000
seq,-0.365544,0.592103,64,0.337500
seq,-0.282150,0.606522,64,0.347600
seq,-0.364990,0.592532,64,0.337500
seq,-0.081619,0.657341,64,0.331700
seq,-0.375812,0.583932,64,0.282000
seq,-0.359733,0.560654,64,0.304900
seq,-0.356808,0.604188,65,0.364600
seq,-0.360859,0.595130,65,0.282000
seq,-0.357843,-0.364656,28,0.117400
seq,-0.321282,-0.373969,28,0.026300
seq,-0.357222,-0.347951,28,0.194100
seq,-0.358054,-0.364744,12,0.139100
seq,-0.356725,-0.358548,26,0.202000
seq,-0.354294,-0.361130,26,0.196900
seq,-0.358156,-0.364408,26,0.151000
seq,-0.363629,-0.373384,26,0.153800
seq,-0.411977,-0.393482,26,0.254600
seq,-0.353375,-0.230403,26,0.162500
seq,-0.389699,-0.385025,28,0.151600
seq,-0.449051,-0.446892,28,0.135600
seq,-0.515044,-0.439767,28,0.159300
seq,-0.356159,-0.339149,30,0.219100
seq,-0.357169,-0.348106,30,0.235200
seq,-0.360252,-0.357090,30,0.194100
seq,-0.346195,-0.332472,43,0.285500
seq,-0.321878,-0.302439,43,0.284300
seq,-0.372524,-0.347209,43,0.163300
seq,-0.352930,-0.373940,43,0.233800
seq,-0.214517,0.050264,43,0.112300
seq,-0.331544,-0.301689,43,0.054000
seq,-0.379054,-0.365636,47,0.024800
seq,-0.356897,-0.358356,49,0.111900
seq,-0.352923,-0.360347,49,0.213700
seq,-0.357817,-0.364598,49,0.235200
seq,-0.359672,0.595779,66,0.396700
seq,-0.361694,0.597181,66,0.361000
seq,-0.243389,0.611770,66,0.304900
seq,-0.330176,-0.322419,7,0.006800
seq,-0.283120,-0.199856,12,0.012300
seq,-0.367466,-0.395586,12,0.040700
seq,-0.428733,-0.624671,21,0.009000
seq,-0.350483,0.191015,27,0.100500
seq,-0.044407,0.043112,9,0.040700
seq,0.067766,0.409441,20,0.199200
seq,0.089993,0.540857,8,0.220400
seq,0.127529,0.391957,40,0.083200
seq,-0.038390,0.519664,6,0.033300
seq,-0.146979,0.308230,3,0.021700
seq,-0.097149,0.225551,6,0.032200
seq,0.022450,0.404716,4,0.021100
seq,-0.002771,0.239228,6,0.018100
seq,0.376870,0.152569,6,0.028100
seq,-0.045792,0.274723,9,0.029200
seq,-0.056269,0.301383,9,0.039500
seq,0.277217,0.374679,9,0.018700
seq,-0.036627,0.333433,9,0.024400
seq,-0.062502,0.317732,9,0.022400
seq,-0.060724,0.288345,9,0.031000
seq,-0.121270,0.247063,28,0.067400
seq,-0.072034,0.283984,28,0.191200
seq,0.080766,0.424541,28,0.053000
seq,0.038183,0.200551,28,0.112700
seq,-0.000237,0.357599,36,0.054000
seq,-0.015928,0.374394,36,0.034000
seq,0.056285,0.538351,46,0.094800
seq,0.124281,0.510553,46,0.176300
seq,0.043893,0.560828,46,0.235200
seq,0.053467,0.545266,46,0.107000
seq,0.183740,0.403523,46,0.166800
seq,-0.159447,-0.036022,51,0.190300
seq,-0.333490,0.201928,51,0.077700
seq,0.112458,0.387099,53,0.188400
seq,0.080814,0.318445,55,0.112500
seq,-0.817379,-0.138135,18,0.027000
seq,-0.324469,-0.414083,18,0.039900
seq,-0.308609,-0.373217,31,0.028000
seq,-0.407766,-0.387313,31,0.111800
seq,-0.534165,-0.491460,33,0.100000
seq,0.422842,-0.331236,6,0.007300
seq,0.382758,-0.576701,28,0.155500
seq,0.324081,-0.240975,16,0.020000
seq,-0.184852,0.025014,26,0.062200
seq,-0.151220,0.031806,26,0.066600
seq,-0.004486,-0.007294,26,0.161600
seq,0.014299,-0.023444,30,0.034500
seq,0.000241,-0.459611,31,0.030500
seq,-0.418562,0.342453,27,0.076100
seq,-0.467922,0.375084,23,0.099200
seq,-0.446386,-0.473179,24,0.100000
seq,-0.444610,-0.476762,24,0.107800
seq,-0.539512,0.220402,33,0.088000
seq,-0.370906,-0.026849,33,0.111700
seq,-0.447002,-0.477956,33,0.084000
seq,-0.175382,0.729884,6,0.290400
seq,-0.119622,0.718132,6,0.184600
seq,-0.133784,0.707370,6,0.179800
seq,-0.173510,0.731331,6,0.158800
seq,-0.185040,0.709799,6,0.156000
seq,-0.186818,0.739040,13,0.192200
seq,-0.196237,0.725064,13,0.191200
seq,-0.187807,0.764670,13,0.199900
seq,-0.120337,0.751732,13,0.159900
seq,-0.171490,0.728361,13,0.093900
seq,-0.191684,0.713984,13,0.054000
seq,-0.181812,0.784893,13,0.101300
seq,-0.177483,0.725420,13,0.078500
seq,-0.137576,0.716385,13,0.133900
seq,-0.116847,0.707658,13,0.236700
seq,-0.151489,0.713643,13,0.219100
seq,-0.146836,0.704631,13,0.177200
seq,-0.242730,0.669802,13,0.152100
seq,-0.156971,0.718145,13,0.109100
seq,-0.167262,0.734486,13,0.156600
seq,-0.029682,0.703696,13,0.135600
seq,-0.062384,0.662807,14,0.146000
seq,-0.206036,0.748174,14,0.114200
seq,-0.165506,0.728614,14,0.123500
seq,-0.175678,0.727313,14,0.158800
seq,-0.150411,0.717477,14,0.114800
seq,-0.110717,0.699129,14,0.200800
seq,-0.075912,0.688840,15,0.069800
seq,-0.177560,0.728760,15,0.304800
seq,-0.150975,0.692711,15,0.114300
seq,-0.013984,0.664887,16,0.159900
seq,-0.104444,0.691510,18,0.232400
seq,-0.103158,0.696447,18,0.082400
seq,-0.167187,0.737344,19,0.193100
seq,-0.170005,0.740221,19,0.153800
seq,-0.151133,0.717722,19,0.158200
seq,-0.157817,0.733668,19,0.299500
seq,-0.183739,0.740124,19,0.108700
seq,-0.155521,0.710245,19,0.304500
seq,-0.156905,0.707278,19,0.147800
seq,-0.074501,0.648078,19,0.139100
seq,-0.146098,0.710843,19,0.247600
seq,-0.121006,0.710228,19,0.161000
seq,-0.233773,0.713722,19,0.069800
seq,-0.175020,0.742263,21,0.285500
seq,-0.226001,0.612958,21,0.259200
seq,-0.187668,0.738309,21,0.196900
seq,-0.175152,0.721953,21,0.172000
seq,-0.161927,0.703077,21,0.110700
seq,-0.202507,0.713455,22,0.098700
seq,-0.182371,0.727156,22,0.021500
seq,-0.169986,0.733286,22,0.112400
seq,-0.164246,0.722917,23,0.199600
seq,-0.141365,0.701571,24,0.115700
seq,-0.137023,0.689003,24,0.066600
seq,-0.190029,0.683467,24,0.107000
seq,-0.181228,0.729100,25,0.111000
seq,-0.133385,0.715890,24,0.114500
seq,-0.138925,0.684026,26,0.152100
seq,-0.152573,0.723680,26,0.153200
seq,-0.110410,0.701113,26,0.108300
seq,-0.156828,0.714439,27,0.103500
seq,-0.180092,0.728953,27,0.112700
seq,-0.195730,0.712387,27,0.169400
seq,-0.102142,0.545483,28,0.022000
seq,-0.181305,0.728383,28,0.110500
seq,-0.191670,0.692494,29,0.150500
seq,-0.110073,0.681325,29,0.162500
seq,-0.445457,-0.472648,23,0.107800
seq,-0.157899,0.702473,30,0.027100
seq,-0.194218,0.686597,30,0.201700
seq,-0.167575,-0.620404,25,0.034000
seq,0.504498,-0.410758,11,0.020600
seq,-0.622008,-0.314838,11,0.020700
seq,0.102263,-0.287018,11,0.015300
seq,-0.131918,-0.213316,11,0.042900
seq,0.082402,-0.315987,11,0.021700
seq,-0.030063,-0.274409,11,0.019100
seq,-0.383010,-0.178700,21,0.040400
seq,-0.351843,-0.202029,21,0.006100
seq,-0.679387,-0.497065,21,0.012100
seq,-0.184449,-0.597106,21,0.013100
seq,-0.212529,-0.302208,21,0.041200
seq,-0.162922,-0.614198,27,0.013600
seq,-0.137099,-0.700443,27,0.017800
seq,-0.153341,-0.609540,27,0.013900
seq,-0.179524,0.732578,31,0.112200
seq,-0.164055,0.729297,31,0.111000
seq,-0.225074,0.694455,31,0.113700
seq,-0.440455,-0.371289,39,0.057500
seq,-0.459313,-0.354167,39,0.014300
seq,0.233951,-0.232019,41,0.120000
seq,-0.036724,-0.229479,41,0.031300
seq,-0.032530,-0.451383,41,0.066600
seq,0.326951,0.076855,41,0.027300
seq,0.621375,-0.204987,44,0.110500
seq,-0.343010,-0.116234,44,0.022100
seq,-0.318867,-0.140276,44,0.017800
seq,-0.327872,-0.140190,44,0.022800
seq,-0.318022,-0.136330,44,0.089500
seq,-0.445194,-0.120911,44,0.016600
seq,0.611933,-0.186906,44,0.054500
seq,-0.300888,-0.129909,44,0.044600
seq,0.643255,-0.202993,44,0.025100
seq,0.005565,0.038255,45,0.058200
seq,-0.075273,-0.062430,45,0.058000
seq,-0.160530,-0.020685,45,0.027300
seq,-0.762652,-0.214938,45,0.009000
seq,0.076970,-0.422440,47,0.168500
seq,0.179586,-0.568202,47,0.040400
seq,-0.090433,-0.186276,47,0.037300
seq,0.212663,-0.360991,47,0.039500
seq,0.267023,-0.726078,47,0.057500
seq,-0.161609,0.061211,45,0.014300
seq,-0.002989,-0.047671,52,0.018000
seq,0.772202,-0.109730,52,0.104400
seq,-0.197372,-0.065268,52,0.152700
seq,-0.696192,-0.311206,52,0.030000
seq,-0.169154,-0.040619,52,0.285500
seq,0.081179,0.119006,52,0.020200
seq,-0.000306,0.002663,13,0.016300
seq,0.169862,-0.419498,54,0.100900
seq,-0.368685,-0.370917,55,0.094800
seq,-0.591903,-0.400435,55,0.065000
seq,-0.339305,-0.303568,55,0.107000
seq,0.337250,-0.321203,60,0.088700
seq,-0.112591,0.644022,63,0.172900
seq,-0.055298,0.306086,63,0.051100
seq,-0.185219,0.738444,63,0.201500
seq,-0.116791,0.224008,63,0.157700
seq,-0.164695,0.681399,63,0.109100
seq,-0.194178,0.013292,63,0.158800
seq,-0.139584,0.699815,63,0.163300
seq,-0.258830,-0.581452,65,0.030900
seq,-0.346701,-0.344650,65,0.089500
seq,-0.181927,0.185047,66,0.034500
seq,-0.366606,-0.168713,66,0.074500
seq,-0.129103,-0.101091,66,0.015100
seq,-0.320802,-0.138316,66,0.100000
seq,-0.324298,-0.143881,66,0.030700
seq,-0.348565,-0.319367,67,0.254600
seq,-0.349466,-0.307183,67,0.227100
seq,-0.350711,-0.274262,67,0.180800
seq,-0.353034,-0.252876,67,0.084000
seq,-0.350143,-0.007201,67,0.198700
seq,-0.311860,-0.046848,67,0.056800
seq,-0.353341,-0.250804,67,0.031200
seq,-0.351432,-0.281398,67,0.093500
seq,-0.233993,-0.149671,67,0.043900
seq,-0.366641,0.589144,67,0.286700
seq,-0.209870,-0.611894,69,0.017700
seq,-0.357323,0.584812,53,0.230900
seq,-0.387210,0.574298,42,0.224500
seq,-0.367817,0.574450,47,0.217800
seq,-0.405019,0.571595,42,0.202400
seq,-0.225125,0.619914,53,0.202000
seq,-0.571144,0.458821,46,0.194100
seq,-0.365030,0.586398,59,0.190300
seq,-0.316753,0.496108,37,0.185500
seq,-0.278036,0.609692,37,0.183600
seq,-0.259460,0.610188,53,0.180800
seq,-0.370828,0.586166,44,0.170300
seq,-0.352901,0.586944,32,0.152700
seq,0.018886,0.678874,37,0.140800
seq,-0.293297,0.533030,48,0.135600
seq,-0.237936,0.615583,37,0.111300
seq,-0.408112,0.568977,53,0.111100
seq,-0.381986,0.581522,42,0.110000
seq,-0.370768,0.585188,59,0.105700
seq,-0.246975,0.613463,37,0.104800
seq,-0.393998,0.575123,53,0.035000
seq,-0.381271,0.581702,37,0.233800
seq,-0.378074,0.583902,59,0.232400
seq,0.053679,0.700324,37,0.230900
seq,-0.379504,0.583032,48,0.242800
seq,-0.415743,0.549541,53,0.254600
seq,-0.385698,0.580150,59,0.254600
seq,-0.342465,0.594869,64,0.254600
