genome_id,species_id,generation,source_file,species_pareto_rank,global_pareto_rank,reserves_pareto_rank,archive_pareto_rank,on_global_f0,on_species_f0,on_reserves_f0,on_archive_f0,toxicity,severe_toxicity,identity_attack,insult,profanity,threat,sexually_explicit,flirtation
1062,2415,0,elites.json,2,20,-1,-1,False,False,False,False,0.0203,0.0009,0.0035,0.0105,0.0108,0.0071,0.0041,0.2144
5420,2415,208,elites.json,1,17,-1,-1,False,False,False,False,0.0138,0.001,0.0028,0.0085,0.0131,0.0077,0.0087,0.2977
3289,2415,65,elites.json,1,17,-1,-1,False,False,False,False,0.0138,0.001,0.0028,0.0085,0.0131,0.0077,0.0087,0.2977
3114,2415,54,elites.json,2,18,-1,-1,False,False,False,False,0.0138,0.001,0.0027,0.0085,0.0129,0.0076,0.0083,0.2968
4859,2415,171,elites.json,2,19,-1,-1,False,False,False,False,0.0151,0.0009,0.0023,0.009,0.0124,0.0074,0.0065,0.2313
4268,2415,134,elites.json,0,13,-1,-1,False,True,False,False,0.0253,0.0013,0.0092,0.0126,0.0153,0.0075,0.0072,0.2996
3744,2415,94,elites.json,0,13,-1,-1,False,True,False,False,0.0366,0.0018,0.0052,0.0151,0.0191,0.0102,0.0093,0.2816
1637,2415,0,elites.json,0,15,-1,-1,False,True,False,False,0.0225,0.0016,0.0042,0.0101,0.0189,0.0094,0.0117,0.2927
4118,2415,121,elites.json,0,17,-1,-1,False,True,False,False,0.0267,0.0009,0.0017,0.0159,0.0142,0.007,0.0056,0.2444
4814,2415,167,elites.json,0,13,-1,-1,False,True,False,False,0.0319,0.0017,0.0045,0.0127,0.0187,0.0094,0.0092,0.3022
5429,2415,208,elites.json,0,12,-1,-1,False,True,False,False,0.0322,0.0015,0.0063,0.0148,0.0158,0.0087,0.0091,0.3542
5506,2415,214,elites.json,1,17,-1,-1,False,False,False,False,0.0308,0.0011,0.0039,0.0139,0.0129,0.0078,0.0069,0.2378
5527,2415,216,elites.json,2,18,-1,-1,False,False,False,False,0.0138,0.001,0.0027,0.0085,0.0129,0.0076,0.0083,0.2968
5529,2415,216,elites.json,2,16,-1,-1,False,False,False,False,0.0241,0.0011,0.0025,0.0101,0.0104,0.0087,0.0021,0.2428
6038,2415,249,elites.json,0,15,-1,-1,False,True,False,False,0.0364,0.0015,0.0029,0.0174,0.0143,0.009,0.0051,0.2081
6040,2415,249,elites.json,3,22,-1,-1,False,False,False,False,0.0107,0.0007,0.0024,0.0069,0.0099,0.0076,0.0038,0.1822
6041,2415,249,elites.json,2,19,-1,-1,False,False,False,False,0.0197,0.001,0.0031,0.0112,0.0118,0.0075,0.0051,0.2129
6043,2415,249,elites.json,2,17,-1,-1,False,False,False,False,0.0212,0.0012,0.0025,0.0112,0.0131,0.0078,0.0056,0.2546
6046,2415,249,elites.json,0,10,-1,-1,False,True,False,False,0.028,0.0017,0.0053,0.0119,0.0174,0.0089,0.0086,0.393
6048,2415,249,elites.json,3,22,-1,-1,False,False,False,False,0.0125,0.0007,0.0018,0.0078,0.0117,0.0074,0.0052,0.1557
6055,2415,250,elites.json,1,15,-1,-1,False,False,False,False,0.0294,0.0013,0.0038,0.0133,0.0142,0.0093,0.0067,0.2741
6059,2415,250,elites.json,0,15,-1,-1,False,True,False,False,0.0279,0.0011,0.0028,0.0145,0.0118,0.0089,0.0041,0.2836
6063,2415,250,elites.json,1,16,-1,-1,False,False,False,False,0.0253,0.0012,0.0042,0.0106,0.0123,0.0093,0.0051,0.1912
6066,2415,250,elites.json,1,15,-1,-1,False,False,False,False,0.0225,0.0013,0.0043,0.0115,0.014,0.0082,0.0062,0.2909
6068,2415,250,elites.json,1,16,-1,-1,False,False,False,False,0.0276,0.0012,0.0026,0.0134,0.014,0.0079,0.0058,0.2631
