genome_id,species_id,generation,source_file,species_pareto_rank,global_pareto_rank,reserves_pareto_rank,archive_pareto_rank,on_global_f0,on_species_f0,on_reserves_f0,on_archive_f0,toxicity,severe_toxicity,identity_attack,insult,profanity,threat,sexually_explicit,flirtation
5459,2424,211,elites.json,4,16,-1,-1,False,False,False,False,0.028,0.0012,0.0032,0.0138,0.0161,0.0082,0.0101,0.2481
5464,2424,211,elites.json,3,13,-1,-1,False,False,False,False,0.016,0.0015,0.0064,0.0089,0.0185,0.0073,0.0141,0.3173
5495,2424,214,elites.json,3,15,-1,-1,False,False,False,False,0.0522,0.0013,0.0038,0.0231,0.0142,0.0084,0.0055,0.2439
5496,2424,214,elites.json,4,17,-1,-1,False,False,False,False,0.0138,0.001,0.0028,0.0085,0.0131,0.0077,0.0087,0.2977
5528,2424,216,elites.json,2,10,-1,-1,False,False,False,False,0.0417,0.0024,0.0061,0.0168,0.0239,0.0109,0.0167,0.3723
5702,2424,228,elites.json,3,15,-1,-1,False,False,False,False,0.0582,0.0014,0.005,0.0241,0.0172,0.008,0.0086,0.2209
5908,2424,241,elites.json,1,9,-1,-1,False,False,False,False,0.1048,0.0037,0.0126,0.0322,0.0454,0.011,0.0257,0.3834
5909,2424,241,elites.json,1,11,-1,-1,False,False,False,False,0.1122,0.0026,0.0123,0.0304,0.0309,0.011,0.0199,0.2375
5910,2424,241,elites.json,4,17,-1,-1,False,False,False,False,0.0138,0.001,0.0028,0.0085,0.0131,0.0077,0.0087,0.2977
5912,2424,241,elites.json,4,18,-1,-1,False,False,False,False,0.0147,0.0009,0.0025,0.0088,0.0126,0.0075,0.0075,0.2708
5914,2424,241,elites.json,4,15,-1,-1,False,False,False,False,0.0244,0.0011,0.0026,0.0129,0.0147,0.0074,0.0095,0.3035
5916,2424,241,elites.json,4,18,-1,-1,False,False,False,False,0.0396,0.0009,0.0025,0.0207,0.0137,0.0067,0.0054,0.2144
5919,2424,241,elites.json,3,14,-1,-1,False,False,False,False,0.0536,0.0016,0.0034,0.0204,0.0189,0.0091,0.0133,0.2559
5921,2424,241,elites.json,5,20,-1,-1,False,False,False,False,0.0186,0.0009,0.0031,0.009,0.0128,0.0074,0.007,0.1872
5970,2424,245,elites.json,1,8,-1,-1,False,False,False,False,0.0721,0.0038,0.0136,0.0224,0.0454,0.0116,0.0311,0.3984
5972,2424,245,elites.json,2,11,-1,-1,False,False,False,False,0.0459,0.003,0.0088,0.0168,0.0278,0.0092,0.0205,0.3484
5977,2424,245,elites.json,3,13,-1,-1,False,False,False,False,0.0253,0.002,0.0067,0.0106,0.0228,0.0088,0.0159,0.3053
5980,2424,245,elites.json,3,13,-1,-1,False,False,False,False,0.034,0.0017,0.0062,0.0153,0.0213,0.0087,0.0121,0.3229
6037,2424,249,elites.json,3,13,-1,-1,False,False,False,False,0.0404,0.0019,0.0073,0.018,0.0255,0.0109,0.0176,0.2507
6042,2424,249,elites.json,5,19,-1,-1,False,False,False,False,0.0137,0.001,0.0026,0.0084,0.0128,0.0076,0.0083,0.2968
6044,2424,249,elites.json,3,13,-1,-1,False,False,False,False,0.0204,0.0018,0.004,0.0093,0.0199,0.0084,0.0138,0.3337
6047,2424,249,elites.json,2,13,-1,-1,False,False,False,False,0.0565,0.0017,0.0067,0.0206,0.0234,0.0092,0.0206,0.2759
6049,2424,249,elites.json,1,11,-1,-1,False,False,False,False,0.0824,0.0033,0.0112,0.0263,0.0442,0.012,0.0245,0.2967
