genome_id,species_id,generation,source_file,species_pareto_rank,global_pareto_rank,reserves_pareto_rank,archive_pareto_rank,on_global_f0,on_species_f0,on_reserves_f0,on_archive_f0,toxicity,severe_toxicity,identity_attack,insult,profanity,threat,sexually_explicit,flirtation
3745,2422,94,elites.json,4,16,-1,-1,False,False,False,False,0.017,0.0012,0.0033,0.0092,0.0146,0.0082,0.0101,0.27
3885,2422,104,elites.json,1,13,-1,-1,False,False,False,False,0.0204,0.0013,0.003,0.0101,0.0138,0.0082,0.007,0.3705
3886,2422,104,elites.json,2,15,-1,-1,False,False,False,False,0.021,0.0013,0.0051,0.0101,0.0166,0.0089,0.012,0.3029
4512,2422,150,elites.json,6,19,-1,-1,False,False,False,False,0.0166,0.001,0.0026,0.0091,0.0136,0.0077,0.0075,0.2203
4516,2422,150,elites.json,7,21,-1,-1,False,False,False,False,0.0122,0.0008,0.0023,0.0081,0.0122,0.0073,0.0063,0.2002
4561,2422,152,elites.json,4,18,-1,-1,False,False,False,False,0.0188,0.0013,0.0037,0.0097,0.0158,0.0085,0.0077,0.221
4565,2422,152,elites.json,3,17,-1,-1,False,False,False,False,0.0142,0.0009,0.0019,0.0091,0.0122,0.0075,0.0058,0.2986
4966,2422,177,elites.json,6,20,-1,-1,False,False,False,False,0.0124,0.0009,0.0026,0.0081,0.0128,0.0075,0.0073,0.2485
4971,2422,177,elites.json,4,18,-1,-1,False,False,False,False,0.0215,0.0009,0.0038,0.0107,0.011,0.0073,0.0042,0.2195
4972,2422,177,elites.json,4,16,-1,-1,False,False,False,False,0.017,0.0012,0.0033,0.0092,0.0146,0.0082,0.0101,0.27
4974,2422,177,elites.json,3,17,-1,-1,False,False,False,False,0.0138,0.001,0.0028,0.0085,0.0131,0.0077,0.0087,0.2977
5093,2422,186,elites.json,3,17,-1,-1,False,False,False,False,0.0138,0.001,0.0028,0.0085,0.0131,0.0077,0.0087,0.2977
5094,2422,186,elites.json,0,10,-1,-1,False,True,False,False,0.0436,0.0032,0.0067,0.014,0.0346,0.0115,0.0177,0.3652
5095,2422,186,elites.json,2,14,-1,-1,False,False,False,False,0.0324,0.0019,0.0056,0.0142,0.0254,0.0103,0.0164,0.2114
5098,2422,186,elites.json,3,15,-1,-1,False,False,False,False,0.0238,0.0013,0.004,0.0106,0.0165,0.0088,0.0127,0.27
5100,2422,186,elites.json,2,15,-1,-1,False,False,False,False,0.0156,0.0015,0.0039,0.0089,0.0176,0.0076,0.0105,0.318
5101,2422,186,elites.json,2,15,-1,-1,False,False,False,False,0.0206,0.0016,0.0031,0.0101,0.0181,0.0082,0.0094,0.3124
5102,2422,186,elites.json,0,7,-1,-1,False,True,False,False,0.0753,0.0035,0.0557,0.0227,0.0263,0.0124,0.014,0.3665
5121,2422,188,elites.json,0,12,-1,-1,False,True,False,False,0.0309,0.0016,0.0072,0.0153,0.0245,0.009,0.0156,0.3406
5125,2422,188,elites.json,5,20,-1,-1,False,False,False,False,0.017,0.0009,0.0023,0.0106,0.0128,0.0069,0.0049,0.1939
5126,2422,188,elites.json,4,18,-1,-1,False,False,False,False,0.0149,0.0011,0.0031,0.0081,0.0147,0.0082,0.0113,0.1696
5128,2422,188,elites.json,3,17,-1,-1,False,False,False,False,0.0138,0.001,0.0028,0.0085,0.0131,0.0077,0.0087,0.2977
3747,2422,94,elites.json,0,10,-1,-1,False,True,False,False,0.0974,0.0028,0.0127,0.0214,0.025,0.0117,0.012,0.3424
4514,2422,150,elites.json,2,14,-1,-1,False,False,False,False,0.035,0.0014,0.0026,0.0162,0.0157,0.0086,0.0093,0.2991
4521,2422,150,elites.json,2,13,-1,-1,False,False,False,False,0.03,0.0016,0.0046,0.0105,0.0195,0.01,0.0106,0.2898
4523,2422,150,elites.json,0,2,-1,-1,False,True,False,False,0.0666,0.0017,0.005,0.034,0.0219,0.0066,0.0095,0.5489
4557,2422,152,elites.json,3,14,-1,-1,False,False,False,False,0.0376,0.0014,0.0044,0.015,0.0158,0.0096,0.0077,0.2933
4563,2422,152,elites.json,3,15,-1,-1,False,False,False,False,0.0397,0.0016,0.0031,0.0166,0.019,0.0081,0.009,0.2406
4968,2422,177,elites.json,4,16,-1,-1,False,False,False,False,0.0331,0.0014,0.0027,0.0163,0.0158,0.0075,0.0077,0.2251
4976,2422,177,elites.json,0,9,-1,-1,False,True,False,False,0.0658,0.0021,0.0037,0.0237,0.0192,0.0131,0.0127,0.387
3748,2422,94,elites.json,4,18,-1,-1,False,False,False,False,0.0139,0.0008,0.002,0.0086,0.0118,0.0073,0.0058,0.2861
3882,2422,104,elites.json,6,20,-1,-1,False,False,False,False,0.0124,0.0009,0.0026,0.0081,0.0128,0.0075,0.0073,0.2485
4526,2422,150,elites.json,6,19,-1,-1,False,False,False,False,0.0103,0.0009,0.0025,0.0073,0.0122,0.008,0.0065,0.2383
4528,2422,150,elites.json,4,18,-1,-1,False,False,False,False,0.0138,0.001,0.0027,0.0085,0.0129,0.0076,0.0083,0.2968
165,2422,0,elites.json,3,17,-1,-1,False,False,False,False,0.0138,0.001,0.0028,0.0085,0.0131,0.0077,0.0087,0.2977
1226,2422,0,elites.json,0,5,-1,-1,False,True,False,False,0.1685,0.0074,0.0278,0.0456,0.0861,0.0433,0.0417,0.2962
4556,2422,152,elites.json,0,7,-1,-1,False,True,False,False,0.1893,0.0111,0.0097,0.0415,0.0981,0.0208,0.0748,0.2796
5047,2422,182,elites.json,3,17,-1,-1,False,False,False,False,0.0239,0.0011,0.0031,0.0107,0.0154,0.0081,0.0096,0.2368
5051,2422,182,elites.json,5,17,-1,-1,False,False,False,False,0.0167,0.0011,0.003,0.0091,0.0143,0.0081,0.0099,0.2674
5056,2422,183,elites.json,5,18,-1,-1,False,False,False,False,0.0154,0.0009,0.0026,0.0092,0.0125,0.0077,0.006,0.2477
5057,2422,183,elites.json,3,15,-1,-1,False,False,False,False,0.0294,0.0015,0.0039,0.013,0.0189,0.0084,0.0091,0.2757
5058,2422,183,elites.json,3,15,-1,-1,False,False,False,False,0.0254,0.0014,0.0039,0.0099,0.0189,0.0086,0.0147,0.26
5059,2422,183,elites.json,3,17,-1,-1,False,False,False,False,0.0138,0.001,0.0028,0.0085,0.0131,0.0077,0.0087,0.2977
5060,2422,183,elites.json,0,7,-1,-1,False,True,False,False,0.0274,0.0015,0.0065,0.0114,0.0185,0.0095,0.014,0.4349
5061,2422,183,elites.json,5,17,-1,-1,False,False,False,False,0.0167,0.0011,0.003,0.0091,0.0143,0.0081,0.0099,0.2674
5063,2422,183,elites.json,2,13,-1,-1,False,False,False,False,0.0498,0.0019,0.0054,0.0223,0.0224,0.0088,0.0144,0.2878
5064,2422,183,elites.json,6,20,-1,-1,False,False,False,False,0.0124,0.0009,0.0026,0.0081,0.0128,0.0075,0.0073,0.2485
5105,2422,187,elites.json,4,16,-1,-1,False,False,False,False,0.0345,0.0012,0.0041,0.0165,0.0177,0.0083,0.0094,0.1961
5107,2422,187,elites.json,3,14,-1,-1,False,False,False,False,0.0483,0.0017,0.009,0.0212,0.0263,0.0088,0.0136,0.2355
5108,2422,187,elites.json,1,11,-1,-1,False,False,False,False,0.0553,0.0021,0.0112,0.021,0.0259,0.0101,0.0163,0.3082
5110,2422,187,elites.json,2,13,-1,-1,False,False,False,False,0.0304,0.0014,0.0046,0.0137,0.0191,0.0092,0.0119,0.3314
5111,2422,187,elites.json,3,17,-1,-1,False,False,False,False,0.0138,0.001,0.0028,0.0085,0.0131,0.0077,0.0087,0.2977
5112,2422,187,elites.json,2,15,-1,-1,False,False,False,False,0.0112,0.0008,0.0021,0.0083,0.0117,0.0067,0.0052,0.3637
5193,2422,192,elites.json,4,18,-1,-1,False,False,False,False,0.0192,0.0011,0.0031,0.0095,0.0142,0.0082,0.0094,0.1983
5194,2422,192,elites.json,4,18,-1,-1,False,False,False,False,0.015,0.0009,0.0017,0.0095,0.0133,0.0075,0.0057,0.2472
5196,2422,192,elites.json,1,7,-1,-1,False,False,False,False,0.08,0.0033,0.0629,0.0243,0.0258,0.0102,0.0118,0.3385
5197,2422,192,elites.json,7,21,-1,-1,False,False,False,False,0.0123,0.0009,0.0023,0.0082,0.0122,0.0074,0.0066,0.1983
5199,2422,192,elites.json,4,16,-1,-1,False,False,False,False,0.017,0.0012,0.0033,0.0092,0.0146,0.0082,0.0101,0.27
5200,2422,192,elites.json,1,3,-1,-1,False,False,False,False,0.1287,0.0058,0.1244,0.0361,0.0346,0.0133,0.0136,0.2953
5201,2422,192,elites.json,4,17,-1,-1,False,False,False,False,0.0197,0.0012,0.0037,0.0098,0.0155,0.0088,0.0083,0.2127
5203,2422,192,elites.json,2,9,-1,-1,False,False,False,False,0.0479,0.0023,0.0317,0.0186,0.0196,0.0089,0.0078,0.3343
5412,2422,207,elites.json,4,18,-1,-1,False,False,False,False,0.0138,0.001,0.0027,0.0085,0.0129,0.0076,0.0083,0.2968
5414,2422,207,elites.json,2,12,-1,-1,False,False,False,False,0.0501,0.0016,0.008,0.0155,0.0178,0.0098,0.0101,0.2951
