genome_id,species_id,cohort,google_rank,openai_rank,rank_diff,google_on_f0,openai_on_f0,same_rank,both_on_f0,google_f0_only,openai_f0_only
2445,-1,archive,18,98,80,False,False,False,False,False,False
2449,-1,archive,17,98,81,False,False,False,False,False,False
2454,-1,archive,17,98,81,False,False,False,False,False,False
2455,-1,archive,18,98,80,False,False,False,False,False,False
2457,-1,archive,17,98,81,False,False,False,False,False,False
2460,-1,archive,18,98,80,False,False,False,False,False,False
2461,-1,archive,17,98,81,False,False,False,False,False,False
251,-1,archive,22,98,76,False,False,False,False,False,False
1618,-1,archive,21,98,77,False,False,False,False,False,False
1041,-1,archive,19,55,36,False,False,False,False,False,False
279,-1,archive,20,98,78,False,False,False,False,False,False
440,-1,archive,22,98,76,False,False,False,False,False,False
958,-1,archive,15,49,34,False,False,False,False,False,False
1049,-1,archive,21,98,77,False,False,False,False,False,False
1077,-1,archive,20,58,38,False,False,False,False,False,False
1201,-1,archive,20,58,38,False,False,False,False,False,False
1515,-1,archive,20,98,78,False,False,False,False,False,False
1804,-1,archive,20,98,78,False,False,False,False,False,False
1819,-1,archive,20,98,78,False,False,False,False,False,False
1839,-1,archive,20,98,78,False,False,False,False,False,False
1853,-1,archive,21,98,77,False,False,False,False,False,False
1865,-1,archive,20,58,38,False,False,False,False,False,False
1949,-1,archive,20,98,78,False,False,False,False,False,False
1978,-1,archive,20,98,78,False,False,False,False,False,False
2004,-1,archive,19,98,79,False,False,False,False,False,False
2408,-1,archive,20,58,38,False,False,False,False,False,False
154,-1,archive,19,98,79,False,False,False,False,False,False
160,-1,archive,19,98,79,False,False,False,False,False,False
184,-1,archive,19,98,79,False,False,False,False,False,False
220,-1,archive,19,98,79,False,False,False,False,False,False
301,-1,archive,19,98,79,False,False,False,False,False,False
326,-1,archive,19,98,79,False,False,False,False,False,False
328,-1,archive,19,98,79,False,False,False,False,False,False
396,-1,archive,19,98,79,False,False,False,False,False,False
750,-1,archive,20,98,78,False,False,False,False,False,False
921,-1,archive,19,98,79,False,False,False,False,False,False
1094,-1,archive,19,98,79,False,False,False,False,False,False
1121,-1,archive,19,98,79,False,False,False,False,False,False
1127,-1,archive,19,98,79,False,False,False,False,False,False
1194,-1,archive,19,98,79,False,False,False,False,False,False
1204,-1,archive,19,98,79,False,False,False,False,False,False
1452,-1,archive,20,98,78,False,False,False,False,False,False
1615,-1,archive,19,98,79,False,False,False,False,False,False
1783,-1,archive,19,98,79,False,False,False,False,False,False
2009,-1,archive,20,98,78,False,False,False,False,False,False
2324,-1,archive,20,98,78,False,False,False,False,False,False
944,-1,archive,17,98,81,False,False,False,False,False,False
978,-1,archive,16,54,38,False,False,False,False,False,False
904,-1,archive,22,98,76,False,False,False,False,False,False
1034,-1,archive,21,51,30,False,False,False,False,False,False
1425,-1,archive,21,51,30,False,False,False,False,False,False
2448,-1,archive,21,51,30,False,False,False,False,False,False
503,-1,archive,21,98,77,False,False,False,False,False,False
627,-1,archive,20,98,78,False,False,False,False,False,False
955,-1,archive,16,98,82,False,False,False,False,False,False
1000,-1,archive,21,98,77,False,False,False,False,False,False
1529,-1,archive,21,98,77,False,False,False,False,False,False
2112,-1,archive,20,98,78,False,False,False,False,False,False
259,-1,archive,22,51,29,False,False,False,False,False,False
260,-1,archive,18,49,31,False,False,False,False,False,False
1979,-1,archive,21,98,77,False,False,False,False,False,False
2409,-1,archive,21,98,77,False,False,False,False,False,False
2421,-1,archive,20,98,78,False,False,False,False,False,False
1437,-1,archive,25,98,73,False,False,False,False,False,False
23,-1,archive,20,98,78,False,False,False,False,False,False
32,-1,archive,20,98,78,False,False,False,False,False,False
137,-1,archive,20,98,78,False,False,False,False,False,False
146,-1,archive,20,98,78,False,False,False,False,False,False
189,-1,archive,20,98,78,False,False,False,False,False,False
215,-1,archive,20,98,78,False,False,False,False,False,False
263,-1,archive,20,98,78,False,False,False,False,False,False
307,-1,archive,20,98,78,False,False,False,False,False,False
323,-1,archive,20,98,78,False,False,False,False,False,False
353,-1,archive,20,98,78,False,False,False,False,False,False
369,-1,archive,20,98,78,False,False,False,False,False,False
394,-1,archive,20,98,78,False,False,False,False,False,False
411,-1,archive,20,98,78,False,False,False,False,False,False
436,-1,archive,20,98,78,False,False,False,False,False,False
498,-1,archive,20,98,78,False,False,False,False,False,False
539,-1,archive,20,98,78,False,False,False,False,False,False
719,-1,archive,20,98,78,False,False,False,False,False,False
741,-1,archive,20,98,78,False,False,False,False,False,False
869,-1,archive,20,98,78,False,False,False,False,False,False
990,-1,archive,20,98,78,False,False,False,False,False,False
1008,-1,archive,20,98,78,False,False,False,False,False,False
1048,-1,archive,20,98,78,False,False,False,False,False,False
1087,-1,archive,20,98,78,False,False,False,False,False,False
1102,-1,archive,20,98,78,False,False,False,False,False,False
1115,-1,archive,20,98,78,False,False,False,False,False,False
1346,-1,archive,20,98,78,False,False,False,False,False,False
1351,-1,archive,21,55,34,False,False,False,False,False,False
1499,-1,archive,20,98,78,False,False,False,False,False,False
1580,-1,archive,20,98,78,False,False,False,False,False,False
1675,-1,archive,20,98,78,False,False,False,False,False,False
1856,-1,archive,20,98,78,False,False,False,False,False,False
1886,-1,archive,20,98,78,False,False,False,False,False,False
2033,-1,archive,20,98,78,False,False,False,False,False,False
2083,-1,archive,20,98,78,False,False,False,False,False,False
2356,-1,archive,20,98,78,False,False,False,False,False,False
2386,-1,archive,20,98,78,False,False,False,False,False,False
2404,-1,archive,20,98,78,False,False,False,False,False,False
2410,-1,archive,20,98,78,False,False,False,False,False,False
2412,-1,archive,20,98,78,False,False,False,False,False,False
293,-1,archive,21,98,77,False,False,False,False,False,False
297,-1,archive,21,98,77,False,False,False,False,False,False
532,-1,archive,21,98,77,False,False,False,False,False,False
533,-1,archive,21,98,77,False,False,False,False,False,False
668,-1,archive,21,98,77,False,False,False,False,False,False
761,-1,archive,21,98,77,False,False,False,False,False,False
871,-1,archive,21,98,77,False,False,False,False,False,False
971,-1,archive,21,98,77,False,False,False,False,False,False
979,-1,archive,21,98,77,False,False,False,False,False,False
1033,-1,archive,21,98,77,False,False,False,False,False,False
1050,-1,archive,21,98,77,False,False,False,False,False,False
1687,-1,archive,21,98,77,False,False,False,False,False,False
1693,-1,archive,22,98,76,False,False,False,False,False,False
2346,-1,archive,21,98,77,False,False,False,False,False,False
269,-1,archive,21,98,77,False,False,False,False,False,False
303,-1,archive,21,98,77,False,False,False,False,False,False
304,-1,archive,21,98,77,False,False,False,False,False,False
310,-1,archive,21,98,77,False,False,False,False,False,False
319,-1,archive,21,98,77,False,False,False,False,False,False
524,-1,archive,21,98,77,False,False,False,False,False,False
534,-1,archive,21,98,77,False,False,False,False,False,False
669,-1,archive,21,98,77,False,False,False,False,False,False
734,-1,archive,21,98,77,False,False,False,False,False,False
911,-1,archive,21,98,77,False,False,False,False,False,False
917,-1,archive,21,98,77,False,False,False,False,False,False
1083,-1,archive,21,98,77,False,False,False,False,False,False
1272,-1,archive,21,98,77,False,False,False,False,False,False
1298,-1,archive,21,98,77,False,False,False,False,False,False
1344,-1,archive,21,98,77,False,False,False,False,False,False
1441,-1,archive,21,98,77,False,False,False,False,False,False
1600,-1,archive,21,98,77,False,False,False,False,False,False
1778,-1,archive,21,98,77,False,False,False,False,False,False
1846,-1,archive,21,98,77,False,False,False,False,False,False
1858,-1,archive,21,98,77,False,False,False,False,False,False
2015,-1,archive,21,98,77,False,False,False,False,False,False
2113,-1,archive,21,98,77,False,False,False,False,False,False
2319,-1,archive,21,98,77,False,False,False,False,False,False
2450,-1,archive,21,98,77,False,False,False,False,False,False
907,-1,archive,20,98,78,False,False,False,False,False,False
1068,-1,archive,21,98,77,False,False,False,False,False,False
1349,-1,archive,21,98,77,False,False,False,False,False,False
2391,-1,archive,19,98,79,False,False,False,False,False,False
2415,-1,archive,23,98,75,False,False,False,False,False,False
2459,-1,archive,21,98,77,False,False,False,False,False,False
331,-1,archive,9,98,89,False,False,False,False,False,False
1119,-1,archive,14,55,41,False,False,False,False,False,False
1189,-1,archive,23,98,75,False,False,False,False,False,False
962,-1,archive,18,98,80,False,False,False,False,False,False
981,-1,archive,22,98,76,False,False,False,False,False,False
1855,-1,archive,23,98,75,False,False,False,False,False,False
1968,-1,archive,21,98,77,False,False,False,False,False,False
2378,-1,archive,21,98,77,False,False,False,False,False,False
2393,-1,archive,21,98,77,False,False,False,False,False,False
430,-1,archive,20,51,31,False,False,False,False,False,False
407,-1,archive,20,98,78,False,False,False,False,False,False
409,-1,archive,20,98,78,False,False,False,False,False,False
645,-1,archive,20,98,78,False,False,False,False,False,False
759,-1,archive,20,98,78,False,False,False,False,False,False
875,-1,archive,20,98,78,False,False,False,False,False,False
929,-1,archive,20,98,78,False,False,False,False,False,False
1005,-1,archive,20,98,78,False,False,False,False,False,False
1108,-1,archive,20,98,78,False,False,False,False,False,False
1715,-1,archive,20,98,78,False,False,False,False,False,False
2107,-1,archive,20,98,78,False,False,False,False,False,False
2407,-1,archive,20,98,78,False,False,False,False,False,False
264,-1,archive,23,45,22,False,False,False,False,False,False
321,-1,archive,20,98,78,False,False,False,False,False,False
341,-1,archive,20,98,78,False,False,False,False,False,False
365,-1,archive,20,98,78,False,False,False,False,False,False
410,-1,archive,20,98,78,False,False,False,False,False,False
960,-1,archive,25,55,30,False,False,False,False,False,False
964,-1,archive,20,98,78,False,False,False,False,False,False
1047,-1,archive,20,98,78,False,False,False,False,False,False
1424,-1,archive,20,98,78,False,False,False,False,False,False
1726,-1,archive,20,98,78,False,False,False,False,False,False
1833,-1,archive,20,98,78,False,False,False,False,False,False
1892,-1,archive,23,98,75,False,False,False,False,False,False
2115,-1,archive,20,98,78,False,False,False,False,False,False
2162,-1,archive,20,98,78,False,False,False,False,False,False
2414,-1,archive,20,98,78,False,False,False,False,False,False
793,-1,archive,22,98,76,False,False,False,False,False,False
915,-1,archive,22,98,76,False,False,False,False,False,False
918,-1,archive,14,18,4,False,False,False,False,False,False
959,-1,archive,16,98,82,False,False,False,False,False,False
1493,-1,archive,21,98,77,False,False,False,False,False,False
1545,-1,archive,21,98,77,False,False,False,False,False,False
282,-1,archive,23,98,75,False,False,False,False,False,False
318,-1,archive,19,98,79,False,False,False,False,False,False
1593,-1,archive,22,98,76,False,False,False,False,False,False
667,-1,archive,17,98,81,False,False,False,False,False,False
1634,-1,archive,23,98,75,False,False,False,False,False,False
2116,-1,archive,16,98,82,False,False,False,False,False,False
1010,-1,archive,19,98,79,False,False,False,False,False,False
1385,-1,archive,22,98,76,False,False,False,False,False,False
2271,-1,archive,22,98,76,False,False,False,False,False,False
49,-1,archive,23,93,70,False,False,False,False,False,False
397,-1,archive,20,98,78,False,False,False,False,False,False
1101,-1,archive,22,98,76,False,False,False,False,False,False
283,-1,archive,20,98,78,False,False,False,False,False,False
403,-1,archive,18,98,80,False,False,False,False,False,False
416,-1,archive,25,98,73,False,False,False,False,False,False
1107,-1,archive,23,98,75,False,False,False,False,False,False
314,-1,archive,21,98,77,False,False,False,False,False,False
520,-1,archive,26,98,72,False,False,False,False,False,False
1122,-1,archive,24,98,74,False,False,False,False,False,False
1436,-1,archive,26,50,24,False,False,False,False,False,False
2106,-1,archive,25,98,73,False,False,False,False,False,False
999,-1,archive,22,98,76,False,False,False,False,False,False
219,-1,archive,24,6,-18,False,False,False,False,False,False
655,-1,archive,24,98,74,False,False,False,False,False,False
852,-1,archive,25,98,73,False,False,False,False,False,False
398,-1,archive,23,54,31,False,False,False,False,False,False
676,-1,archive,25,98,73,False,False,False,False,False,False
511,-1,archive,25,93,68,False,False,False,False,False,False
1725,-1,archive,21,98,77,False,False,False,False,False,False
1975,-1,archive,21,98,77,False,False,False,False,False,False
214,-1,archive,22,98,76,False,False,False,False,False,False
401,-1,archive,23,98,75,False,False,False,False,False,False
1686,-1,archive,22,98,76,False,False,False,False,False,False
1397,-1,archive,26,98,72,False,False,False,False,False,False
1795,-1,archive,20,98,78,False,False,False,False,False,False
860,-1,archive,21,98,77,False,False,False,False,False,False
1440,-1,archive,25,98,73,False,False,False,False,False,False
1456,-1,archive,23,98,75,False,False,False,False,False,False
1111,-1,archive,23,35,12,False,False,False,False,False,False
256,-1,archive,22,98,76,False,False,False,False,False,False
429,-1,archive,18,97,79,False,False,False,False,False,False
948,-1,archive,20,98,78,False,False,False,False,False,False
153,-1,archive,25,55,30,False,False,False,False,False,False
513,-1,archive,25,49,24,False,False,False,False,False,False
1543,-1,archive,20,98,78,False,False,False,False,False,False
1029,-1,archive,25,98,73,False,False,False,False,False,False
296,-1,archive,24,98,74,False,False,False,False,False,False
437,-1,archive,23,98,75,False,False,False,False,False,False
510,-1,archive,26,49,23,False,False,False,False,False,False
1678,-1,archive,25,98,73,False,False,False,False,False,False
512,-1,archive,27,98,71,False,False,False,False,False,False
659,-1,archive,25,98,73,False,False,False,False,False,False
987,-1,archive,25,35,10,False,False,False,False,False,False
1031,-1,archive,21,98,77,False,False,False,False,False,False
517,-1,archive,23,49,26,False,False,False,False,False,False
991,-1,archive,19,98,79,False,False,False,False,False,False
1130,-1,archive,21,98,77,False,False,False,False,False,False
998,-1,archive,26,98,72,False,False,False,False,False,False
1053,-1,archive,25,98,73,False,False,False,False,False,False
505,-1,archive,25,98,73,False,False,False,False,False,False
1002,-1,archive,23,43,20,False,False,False,False,False,False
957,-1,archive,24,98,74,False,False,False,False,False,False
840,-1,archive,17,98,81,False,False,False,False,False,False
1624,-1,archive,12,58,46,False,False,False,False,False,False
1874,-1,archive,12,58,46,False,False,False,False,False,False
2049,-1,archive,12,58,46,False,False,False,False,False,False
1750,-1,archive,13,58,45,False,False,False,False,False,False
2199,-1,archive,10,98,88,False,False,False,False,False,False
1817,-1,archive,15,98,83,False,False,False,False,False,False
2064,-1,archive,13,58,45,False,False,False,False,False,False
1248,-1,archive,12,98,86,False,False,False,False,False,False
78,-1,archive,20,50,30,False,False,False,False,False,False
804,-1,archive,16,9,-7,False,False,False,False,False,False
1701,-1,archive,15,49,34,False,False,False,False,False,False
630,-1,archive,14,15,1,False,False,False,False,False,False
1488,-1,archive,18,6,-12,False,False,False,False,False,False
2179,-1,archive,15,54,39,False,False,False,False,False,False
2052,-1,archive,12,58,46,False,False,False,False,False,False
1478,-1,archive,18,11,-7,False,False,False,False,False,False
1254,-1,archive,10,98,88,False,False,False,False,False,False
1256,-1,archive,13,98,85,False,False,False,False,False,False
1239,-1,archive,15,98,83,False,False,False,False,False,False
2212,-1,archive,18,98,80,False,False,False,False,False,False
155,-1,archive,13,43,30,False,False,False,False,False,False
2067,-1,archive,12,98,86,False,False,False,False,False,False
1897,-1,archive,14,44,30,False,False,False,False,False,False
1918,-1,archive,15,98,83,False,False,False,False,False,False
2041,-1,archive,18,98,80,False,False,False,False,False,False
1785,-1,archive,13,98,85,False,False,False,False,False,False
1965,-1,archive,14,7,-7,False,False,False,False,False,False
784,-1,archive,14,98,84,False,False,False,False,False,False
1426,-1,archive,16,98,82,False,False,False,False,False,False
1555,-1,archive,17,98,81,False,False,False,False,False,False
2175,-1,archive,19,98,79,False,False,False,False,False,False
1255,-1,archive,12,98,86,False,False,False,False,False,False
1662,-1,archive,16,2,-14,False,False,False,False,False,False
2178,-1,archive,16,4,-12,False,False,False,False,False,False
1952,-1,archive,14,98,84,False,False,False,False,False,False
1790,-1,archive,17,98,81,False,False,False,False,False,False
2322,-1,archive,17,43,26,False,False,False,False,False,False
1409,-1,archive,16,98,82,False,False,False,False,False,False
2366,-1,archive,16,5,-11,False,False,False,False,False,False
171,-1,archive,15,18,3,False,False,False,False,False,False
2101,-1,archive,13,98,85,False,False,False,False,False,False
2210,-1,archive,14,98,84,False,False,False,False,False,False
573,-1,archive,15,98,83,False,False,False,False,False,False
919,-1,archive,16,98,82,False,False,False,False,False,False
1911,-1,archive,15,98,83,False,False,False,False,False,False
2272,-1,archive,17,98,81,False,False,False,False,False,False
608,-1,archive,14,58,44,False,False,False,False,False,False
1671,-1,archive,15,2,-13,False,False,False,False,False,False
821,-1,archive,15,98,83,False,False,False,False,False,False
855,-1,archive,9,98,89,False,False,False,False,False,False
77,-1,archive,19,49,30,False,False,False,False,False,False
893,-1,archive,18,10,-8,False,False,False,False,False,False
1825,-1,archive,17,98,81,False,False,False,False,False,False
564,-1,archive,14,9,-5,False,False,False,False,False,False
2350,-1,archive,13,98,85,False,False,False,False,False,False
1251,-1,archive,13,10,-3,False,False,False,False,False,False
2353,-1,archive,15,3,-12,False,False,False,False,False,False
1633,-1,archive,17,58,41,False,False,False,False,False,False
1642,-1,archive,18,45,27,False,False,False,False,False,False
1910,-1,archive,16,52,36,False,False,False,False,False,False
879,-1,archive,17,41,24,False,False,False,False,False,False
936,-1,archive,14,98,84,False,False,False,False,False,False
2003,-1,archive,17,98,81,False,False,False,False,False,False
2134,-1,archive,19,98,79,False,False,False,False,False,False
85,-1,archive,15,98,83,False,False,False,False,False,False
455,-1,archive,14,58,44,False,False,False,False,False,False
561,-1,archive,9,98,89,False,False,False,False,False,False
1301,-1,archive,15,5,-10,False,False,False,False,False,False
1534,-1,archive,14,98,84,False,False,False,False,False,False
2186,-1,archive,15,98,83,False,False,False,False,False,False
1212,-1,archive,13,98,85,False,False,False,False,False,False
1651,-1,archive,18,5,-13,False,False,False,False,False,False
80,-1,archive,15,98,83,False,False,False,False,False,False
1899,-1,archive,15,2,-13,False,False,False,False,False,False
1431,-1,archive,14,49,35,False,False,False,False,False,False
1984,-1,archive,16,98,82,False,False,False,False,False,False
801,-1,archive,18,98,80,False,False,False,False,False,False
1374,-1,archive,13,93,80,False,False,False,False,False,False
787,-1,archive,18,41,23,False,False,False,False,False,False
1432,-1,archive,16,98,82,False,False,False,False,False,False
2051,-1,archive,15,1,-14,False,False,False,False,False,False
2061,-1,archive,13,58,45,False,False,False,False,False,False
2185,-1,archive,15,98,83,False,False,False,False,False,False
590,-1,archive,18,93,75,False,False,False,False,False,False
2196,-1,archive,15,98,83,False,False,False,False,False,False
1513,-1,archive,16,98,82,False,False,False,False,False,False
1714,-1,archive,17,98,81,False,False,False,False,False,False
2063,-1,archive,12,98,86,False,False,False,False,False,False
556,-1,archive,14,98,84,False,False,False,False,False,False
641,-1,archive,14,98,84,False,False,False,False,False,False
872,-1,archive,15,49,34,False,False,False,False,False,False
1167,-1,archive,16,7,-9,False,False,False,False,False,False
1365,-1,archive,16,9,-7,False,False,False,False,False,False
2143,-1,archive,20,23,3,False,False,False,False,False,False
924,-1,archive,13,4,-9,False,False,False,False,False,False
1173,-1,archive,17,45,28,False,False,False,False,False,False
1728,-1,archive,17,45,28,False,False,False,False,False,False
2065,-1,archive,9,98,89,False,False,False,False,False,False
746,-1,archive,18,16,-2,False,False,False,False,False,False
814,-1,archive,11,98,87,False,False,False,False,False,False
2127,-1,archive,9,58,49,False,False,False,False,False,False
1906,-1,archive,18,16,-2,False,False,False,False,False,False
115,-1,archive,15,98,83,False,False,False,False,False,False
1249,-1,archive,17,98,81,False,False,False,False,False,False
2245,-1,archive,18,36,18,False,False,False,False,False,False
1495,-1,archive,13,18,5,False,False,False,False,False,False
1940,-1,archive,14,41,27,False,False,False,False,False,False
74,-1,archive,17,10,-7,False,False,False,False,False,False
87,-1,archive,13,98,85,False,False,False,False,False,False
889,-1,archive,14,98,84,False,False,False,False,False,False
1936,-1,archive,13,98,85,False,False,False,False,False,False
771,-1,archive,8,98,90,False,False,False,False,False,False
2257,-1,archive,19,53,34,False,False,False,False,False,False
2300,-1,archive,15,98,83,False,False,False,False,False,False
2037,-1,archive,17,98,81,False,False,False,False,False,False
2259,-1,archive,15,98,83,False,False,False,False,False,False
1021,-1,archive,15,98,83,False,False,False,False,False,False
1371,-1,archive,18,50,32,False,False,False,False,False,False
14,-1,archive,18,45,27,False,False,False,False,False,False
460,-1,archive,15,98,83,False,False,False,False,False,False
1142,-1,archive,18,45,27,False,False,False,False,False,False
1530,-1,archive,15,54,39,False,False,False,False,False,False
1889,-1,archive,10,55,45,False,False,False,False,False,False
2082,-1,archive,7,98,91,False,False,False,False,False,False
2262,-1,archive,16,98,82,False,False,False,False,False,False
865,-1,archive,16,45,29,False,False,False,False,False,False
1455,-1,archive,19,50,31,False,False,False,False,False,False
1373,-1,archive,12,50,38,False,False,False,False,False,False
1963,-1,archive,8,98,90,False,False,False,False,False,False
2062,-1,archive,15,58,43,False,False,False,False,False,False
2260,-1,archive,16,98,82,False,False,False,False,False,False
1165,-1,archive,19,45,26,False,False,False,False,False,False
1649,-1,archive,16,98,82,False,False,False,False,False,False
1665,-1,archive,19,45,26,False,False,False,False,False,False
2263,-1,archive,17,16,-1,False,False,False,False,False,False
1252,-1,archive,15,27,12,False,False,False,False,False,False
1308,-1,archive,15,54,39,False,False,False,False,False,False
1877,-1,archive,10,50,40,False,False,False,False,False,False
2036,-1,archive,18,98,80,False,False,False,False,False,False
2261,-1,archive,16,98,82,False,False,False,False,False,False
1297,-1,archive,15,98,83,False,False,False,False,False,False
589,-1,archive,20,27,7,False,False,False,False,False,False
2059,-1,archive,11,98,87,False,False,False,False,False,False
1944,-1,archive,16,55,39,False,False,False,False,False,False
1508,-1,archive,18,12,-6,False,False,False,False,False,False
1670,-1,archive,20,45,25,False,False,False,False,False,False
2255,-1,archive,20,45,25,False,False,False,False,False,False
2382,-1,archive,20,45,25,False,False,False,False,False,False
1916,-1,archive,16,10,-6,False,False,False,False,False,False
553,-1,archive,18,98,80,False,False,False,False,False,False
562,-1,archive,18,98,80,False,False,False,False,False,False
2072,-1,archive,18,98,80,False,False,False,False,False,False
2138,-1,archive,18,98,80,False,False,False,False,False,False
756,-1,archive,14,98,84,False,False,False,False,False,False
2190,-1,archive,19,98,79,False,False,False,False,False,False
1879,-1,archive,14,49,35,False,False,False,False,False,False
1246,-1,archive,16,98,82,False,False,False,False,False,False
1377,-1,archive,9,93,84,False,False,False,False,False,False
1784,-1,archive,13,98,85,False,False,False,False,False,False
1882,-1,archive,11,27,16,False,False,False,False,False,False
2057,-1,archive,14,98,84,False,False,False,False,False,False
2070,-1,archive,17,98,81,False,False,False,False,False,False
1943,-1,archive,16,98,82,False,False,False,False,False,False
1388,-1,archive,18,98,80,False,False,False,False,False,False
1514,-1,archive,18,98,80,False,False,False,False,False,False
977,-1,archive,19,98,79,False,False,False,False,False,False
1020,-1,archive,8,98,90,False,False,False,False,False,False
1664,-1,archive,10,53,43,False,False,False,False,False,False
2316,-1,archive,16,98,82,False,False,False,False,False,False
842,-1,archive,15,98,83,False,False,False,False,False,False
2362,-1,archive,16,98,82,False,False,False,False,False,False
1557,-1,archive,12,55,43,False,False,False,False,False,False
2066,-1,archive,17,43,26,False,False,False,False,False,False
2188,-1,archive,11,98,87,False,False,False,False,False,False
689,-1,archive,19,93,74,False,False,False,False,False,False
849,-1,archive,16,98,82,False,False,False,False,False,False
1730,-1,archive,19,93,74,False,False,False,False,False,False
1895,-1,archive,18,8,-10,False,False,False,False,False,False
2183,-1,archive,17,98,81,False,False,False,False,False,False
778,-1,archive,13,98,85,False,False,False,False,False,False
1295,-1,archive,20,20,0,False,False,True,False,False,False
1546,-1,archive,20,98,78,False,False,False,False,False,False
1669,-1,archive,15,5,-10,False,False,False,False,False,False
1964,-1,archive,13,98,85,False,False,False,False,False,False
1970,-1,archive,19,58,39,False,False,False,False,False,False
2194,-1,archive,21,53,32,False,False,False,False,False,False
1673,-1,archive,18,54,36,False,False,False,False,False,False
1932,-1,archive,16,49,33,False,False,False,False,False,False
1938,-1,archive,16,98,82,False,False,False,False,False,False
2118,-1,archive,17,98,81,False,False,False,False,False,False
1667,-1,archive,12,54,42,False,False,False,False,False,False
1709,-1,archive,17,98,81,False,False,False,False,False,False
2256,-1,archive,18,8,-10,False,False,False,False,False,False
1363,-1,archive,15,27,12,False,False,False,False,False,False
2094,-1,archive,17,49,32,False,False,False,False,False,False
2144,-1,archive,20,98,78,False,False,False,False,False,False
1218,-1,archive,19,98,79,False,False,False,False,False,False
1927,-1,archive,13,98,85,False,False,False,False,False,False
81,-1,archive,18,58,40,False,False,False,False,False,False
859,-1,archive,17,98,81,False,False,False,False,False,False
1997,-1,archive,16,98,82,False,False,False,False,False,False
2180,-1,archive,18,58,40,False,False,False,False,False,False
857,-1,archive,13,55,42,False,False,False,False,False,False
2032,-1,archive,16,58,42,False,False,False,False,False,False
2038,-1,archive,18,98,80,False,False,False,False,False,False
2359,-1,archive,16,98,82,False,False,False,False,False,False
1136,-1,archive,11,54,43,False,False,False,False,False,False
89,-1,archive,21,50,29,False,False,False,False,False,False
1748,-1,archive,18,98,80,False,False,False,False,False,False
847,-1,archive,19,98,79,False,False,False,False,False,False
1645,-1,archive,19,98,79,False,False,False,False,False,False
1980,-1,archive,20,58,38,False,False,False,False,False,False
2254,-1,archive,11,4,-7,False,False,False,False,False,False
71,-1,archive,16,98,82,False,False,False,False,False,False
226,-1,archive,16,98,82,False,False,False,False,False,False
384,-1,archive,16,98,82,False,False,False,False,False,False
825,-1,archive,16,98,82,False,False,False,False,False,False
1069,-1,archive,16,98,82,False,False,False,False,False,False
1174,-1,archive,16,98,82,False,False,False,False,False,False
1644,-1,archive,16,98,82,False,False,False,False,False,False
1720,-1,archive,16,98,82,False,False,False,False,False,False
1814,-1,archive,16,98,82,False,False,False,False,False,False
2060,-1,archive,4,98,94,False,False,False,False,False,False
2089,-1,archive,16,98,82,False,False,False,False,False,False
2177,-1,archive,16,98,82,False,False,False,False,False,False
2277,-1,archive,16,98,82,False,False,False,False,False,False
1661,-1,archive,18,54,36,False,False,False,False,False,False
572,-1,archive,17,98,81,False,False,False,False,False,False
1146,-1,archive,17,98,81,False,False,False,False,False,False
1199,-1,archive,17,98,81,False,False,False,False,False,False
1203,-1,archive,17,98,81,False,False,False,False,False,False
1551,-1,archive,19,98,79,False,False,False,False,False,False
1643,-1,archive,17,98,81,False,False,False,False,False,False
1652,-1,archive,17,98,81,False,False,False,False,False,False
1832,-1,archive,17,98,81,False,False,False,False,False,False
1919,-1,archive,17,98,81,False,False,False,False,False,False
1922,-1,archive,17,98,81,False,False,False,False,False,False
2103,-1,archive,19,98,79,False,False,False,False,False,False
2114,-1,archive,18,98,80,False,False,False,False,False,False
2137,-1,archive,17,98,81,False,False,False,False,False,False
2142,-1,archive,17,98,81,False,False,False,False,False,False
2176,-1,archive,17,98,81,False,False,False,False,False,False
2184,-1,archive,21,98,77,False,False,False,False,False,False
2204,-1,archive,17,98,81,False,False,False,False,False,False
2240,-1,archive,17,98,81,False,False,False,False,False,False
2241,-1,archive,17,98,81,False,False,False,False,False,False
1735,-1,archive,19,98,79,False,False,False,False,False,False
2030,-1,archive,18,98,80,False,False,False,False,False,False
888,-1,archive,19,98,79,False,False,False,False,False,False
1655,-1,archive,16,54,38,False,False,False,False,False,False
1925,-1,archive,17,7,-10,False,False,False,False,False,False
586,-1,archive,18,15,-3,False,False,False,False,False,False
731,-1,archive,20,98,78,False,False,False,False,False,False
1539,-1,archive,21,98,77,False,False,False,False,False,False
566,-1,archive,20,98,78,False,False,False,False,False,False
596,-1,archive,19,98,79,False,False,False,False,False,False
718,-1,archive,19,98,79,False,False,False,False,False,False
1361,-1,archive,15,49,34,False,False,False,False,False,False
1811,-1,archive,19,98,79,False,False,False,False,False,False
1947,-1,archive,18,98,80,False,False,False,False,False,False
2085,-1,archive,19,98,79,False,False,False,False,False,False
2093,-1,archive,19,98,79,False,False,False,False,False,False
2130,-1,archive,18,98,80,False,False,False,False,False,False
2165,-1,archive,19,98,79,False,False,False,False,False,False
2173,-1,archive,20,98,78,False,False,False,False,False,False
2206,-1,archive,20,98,78,False,False,False,False,False,False
2273,-1,archive,17,21,4,False,False,False,False,False,False
2276,-1,archive,19,98,79,False,False,False,False,False,False
1376,-1,archive,18,6,-12,False,False,False,False,False,False
